user_id,step,critiquing_keyphrase,critique_polarity,clarification_keyphrase,clarification_polarity,accept_clarification,expert_keyphrase,target_item_id,top_0_recommendation,top_1_recommendation,top_2_recommendation,top_3_recommendation,top_4_recommendation
4786,1,action,pos,mafia,neg,False,anime,614.0,1044 (0),1379 (1),1316 (2),1037 (3),982 (4)
4786,2,fantasy,neg,parody,neg,True,anime,614.0,1044 (0),451 (6),1037 (3),982 (4),310 (10)
4786,3,fun,neg,disturbing,neg,True,anime,614.0,1044 (0),1037 (3),451 (6),982 (4),310 (10)
4786,4,adventure,neg,cannibalism,neg,True,anime,614.0,1044 (0),1037 (3),451 (6),982 (4),310 (10)
4786,5,cute,neg,dark comedy,neg,True,anime,614.0,1044 (0),1037 (3),451 (6),310 (10),982 (4)
7305,1,classic,neg,magic,neg,True,martin scorsese,97.0,25 (0),327 (1),112 (2),79 (3),128 (4)
7305,2,murder,neg,steven spielberg,neg,True,martin scorsese,97.0,25 (0),75 (12),249 (11),128 (4),327 (1)
7305,3,great movie,pos,prison,neg,False,martin scorsese,97.0,25 (0),1026 (66),327 (1),249 (11),75 (12)
7305,4,remake,neg,music,neg,True,martin scorsese,97.0,25 (0),4 (8),128 (4),75 (12),249 (11)
7305,5,mafia,pos,action,neg,False,martin scorsese,97.0,25 (0),4 (8),128 (4),75 (12),19 (14)
1609,1,war,pos,fantasy,neg,False,classic,110.0,1731 (0),591 (1),911 (2),2044 (3),864 (4)
1609,2,organized crime,neg,space,neg,True,classic,110.0,332 (264),13 (52),272 (85),258 (37),5 (98)
1609,3,based on a book,neg,based on a book,neg,True,classic,110.0,332 (264),258 (37),13 (52),272 (85),204 (39)
1609,4,mafia,neg,action,neg,True,classic,110.0,332 (264),258 (37),540 (406),272 (85),13 (52)
1609,5,oscar (best picture),pos,teen,neg,False,classic,110.0,332 (264),540 (406),421 (413),258 (37),272 (85)
2936,1,murder,neg,seen more than once,neg,True,serial killer,2.0,1445 (0),1176 (1),1795 (2),1970 (3),996 (4)
2936,2,psychology,neg,comedy,neg,True,serial killer,2.0,1445 (0),1176 (1),3058 (8),1795 (2),996 (4)
2936,3,brad pitt,neg,oscar (best actor),pos,False,serial killer,2.0,1445 (0),1176 (1),3058 (8),996 (4),1542 (5)
2936,4,cannibalism,pos,adventure,neg,False,serial killer,2.0,1445 (0),1176 (1),3058 (8),1461 (14),1542 (5)
2936,5,crime,pos,action,neg,False,serial killer,2.0,1384 (9),1563 (21),2205 (31),1542 (5),1176 (1)
3789,1,film noir,pos,oscar (best actor),neg,False,comic book,403.0,561 (0),573 (1),141 (2),10 (3),21 (4)
3789,2,revenge,neg,dvd,pos,False,comic book,403.0,392 (36),239 (13),184 (61),64 (6),70 (22)
3789,3,terrorism,neg,murder,pos,False,comic book,403.0,239 (13),184 (61),392 (36),70 (22),64 (6)
3789,4,dark,pos,dark,pos,True,comic book,403.0,239 (13),184 (61),392 (36),305 (90),105 (8)
3789,5,dystopia,neg,dystopia,neg,True,comic book,403.0,239 (13),184 (61),392 (36),305 (90),70 (22)
172,1,sci-fi,neg,seen more than once,neg,True,superhero,558.0,1415 (0),1128 (1),2712 (2),2230 (3),1805 (4)
172,2,action,pos,crime,neg,False,superhero,558.0,2712 (2),3027 (7),1805 (4),1415 (0),2230 (3)
172,3,bruce willis,neg,thriller,neg,True,superhero,558.0,577 (6),558 (5),742 (14),776 (26),437 (8)
172,4,dvd,pos,revenge,neg,False,superhero,558.0,577 (6),742 (14),776 (26),558 (5),772 (29)
172,5,dark,neg,oscar (best actor),neg,True,superhero,558.0,577 (6),776 (26),772 (29),876 (16),424 (24)
4315,1,war,neg,fantasy,neg,True,action,6.0,998 (0),576 (1),1230 (2),1125 (3),956 (4)
4315,2,interesting,neg,biography,neg,True,harrison ford,6.0,998 (0),576 (1),1125 (3),1230 (2),956 (4)
4315,3,adventure,neg,holocaust,neg,True,harrison ford,6.0,998 (0),576 (1),1125 (3),1230 (2),1507 (15)
4315,4,sci-fi,neg,oscar (best actor),neg,True,action,6.0,998 (0),576 (1),1125 (3),1230 (2),1507 (15)
4315,5,classic,neg,magic,neg,True,harrison ford,6.0,998 (0),1353 (47),1507 (15),1230 (2),1125 (3)
4943,1,war,neg,fantasy,neg,True,classic,69.0,991 (0),832 (1),716 (2),1513 (3),1 (4)
4943,2,organized crime,neg,space,neg,True,classic,69.0,991 (0),1513 (3),716 (2),832 (1),1694 (12)
4943,3,based on a book,neg,based on a book,neg,True,classic,69.0,991 (0),1694 (12),1513 (3),716 (2),832 (1)
4943,4,mafia,neg,depressing,neg,True,classic,69.0,991 (0),716 (2),1694 (12),1513 (3),832 (1)
4943,5,prison,neg,great movie,neg,True,classic,69.0,991 (0),716 (2),46 (6),832 (1),1513 (3)
5002,1,aliens,neg,space,neg,True,sci-fi,22.0,320 (0),253 (1),256 (2),42 (3),55 (4)
5002,2,sequel,neg,post-apocalyptic,neg,True,sci-fi,22.0,320 (0),253 (1),256 (2),435 (8),709 (17)
5002,3,future,neg,dystopia,pos,False,sci-fi,22.0,320 (0),253 (1),435 (8),340 (42),256 (2)
5002,4,dvd,pos,high school,neg,False,sci-fi,22.0,320 (0),1666 (143),340 (42),1357 (71),435 (8)
5002,5,dystopia,pos,disturbing,neg,False,sci-fi,22.0,256 (2),288 (13),640 (11),203 (9),176 (5)
1006,1,fantasy,neg,parody,neg,True,music,1002.0,2125 (0),1694 (1),1632 (2),1471 (3),1830 (4)
1006,2,violent,pos,biography,pos,True,biography,1002.0,1694 (1),2125 (0),1632 (2),1830 (4),1471 (3)
1006,3,black and white,neg,interesting,neg,True,music,1002.0,1921 (361),1392 (409),1616 (594),1233 (532),1632 (2)
1006,4,hilarious,neg,space,neg,True,music,1002.0,1921 (361),1392 (409),1616 (594),1233 (532),1210 (278)
1006,5,true story,pos,super-hero,neg,False,music,1002.0,1921 (361),1392 (409),1616 (594),1233 (532),1210 (278)
6346,1,drama,neg,nudity (topless),neg,True,steven spielberg,59.0,286 (0),830 (1),494 (2),100 (3),409 (4)
6346,2,interesting,neg,dvd,pos,False,harrison ford,59.0,830 (1),286 (0),405 (5),409 (4),863 (6)
6346,3,adventure,pos,based on a true story,neg,False,harrison ford,59.0,830 (1),863 (6),286 (0),1052 (28),405 (5)
6346,4,nazis,pos,tom hanks,neg,False,steven spielberg,59.0,16 (10),100 (3),59 (21),64 (9),10 (30)
6346,5,world war ii,neg,world war ii,neg,True,steven spielberg,59.0,100 (3),16 (10),64 (9),59 (21),52 (13)
2571,1,war,neg,fantasy,neg,True,classic,69.0,1137 (0),1281 (1),1085 (2),835 (3),648 (4)
2571,2,organized crime,neg,space,neg,True,classic,69.0,1137 (0),1281 (1),1085 (2),1000 (6),835 (3)
2571,3,based on a book,neg,based on a book,neg,True,classic,69.0,1137 (0),1085 (2),1281 (1),1000 (6),835 (3)
2571,4,mafia,neg,depressing,neg,True,classic,69.0,1137 (0),1085 (2),1000 (6),1281 (1),835 (3)
2571,5,prison,neg,disturbing,neg,True,classic,69.0,1137 (0),1085 (2),1000 (6),1281 (1),705 (7)
1474,1,sean connery,neg,animation,neg,True,alfred hitchcock,166.0,353 (0),81 (1),348 (2),253 (3),63 (4)
1474,2,horror,neg,suspense,neg,True,alfred hitchcock,166.0,353 (0),348 (2),332 (6),427 (7),1493 (34)
1474,3,psychology,pos,comedy,neg,False,alfred hitchcock,166.0,353 (0),1493 (34),348 (2),427 (7),332 (6)
1474,4,murder,pos,jim carrey,neg,False,alfred hitchcock,166.0,387 (15),103 (18),63 (4),81 (1),194 (13)
1474,5,hitchcock,pos,crime,neg,False,alfred hitchcock,166.0,696 (42),353 (0),75 (11),81 (1),103 (18)
4413,1,love,neg,chick flick,neg,True,religion,155.0,409 (0),142 (1),332 (2),155 (3),324 (4)
4413,2,death,neg,fun,neg,True,religion,155.0,409 (0),931 (8),324 (4),332 (2),155 (3)
4413,3,comedy,pos,cult film,neg,False,religion,155.0,409 (0),931 (8),332 (2),324 (4),494 (29)
4413,4,satire,neg,fantasy,neg,True,religion,155.0,155 (3),26 (11),23 (13),137 (10),190 (6)
4413,5,funny,pos,true story,neg,False,religion,155.0,155 (3),190 (6),26 (11),324 (4),137 (10)
1402,1,organized crime,neg,space,neg,True,cult film,174.0,1192 (0),1712 (1),1483 (2),51 (3),1155 (4)
1402,2,dvd,pos,interesting,neg,False,quirky,174.0,1192 (0),1712 (1),1155 (4),1949 (10),1114 (15)
1402,3,jim carrey,neg,murder,neg,True,quirky,174.0,310 (6),1712 (1),282 (12),1192 (0),59 (7)
1402,4,aliens,neg,aliens,neg,True,cult film,174.0,310 (6),282 (12),1712 (1),1114 (15),59 (7)
1402,5,france,neg,classic,neg,True,quirky,174.0,310 (6),1712 (1),1114 (15),282 (12),1227 (26)
7935,1,film noir,neg,oscar (best actor),neg,True,comic book,10.0,2 (0),1 (1),56 (2),4 (3),34 (4)
7935,2,revenge,pos,dvd,neg,False,comic book,10.0,544 (15),254 (8),215 (25),334 (30),56 (2)
7935,3,dark,neg,dark,neg,True,comic book,10.0,544 (15),889 (56),594 (95),635 (72),906 (98)
7935,4,action,pos,mafia,neg,False,comic book,10.0,889 (56),1919 (185),544 (15),594 (95),906 (98)
7935,5,super-hero,pos,true story,neg,False,comic book,10.0,544 (15),889 (56),635 (72),594 (95),906 (98)
5587,1,oscar (best picture),neg,teen,neg,True,fantasy,81.0,2 (0),20 (1),59 (2),54 (3),57 (4)
5587,2,epic,pos,boring,pos,True,fantasy,81.0,2 (0),20 (1),59 (2),57 (4),54 (3)
5587,3,overrated,pos,dark comedy,neg,False,fantasy,81.0,2 (0),20 (1),106 (8),36 (7),59 (2)
5587,4,magic,pos,classic,neg,False,fantasy,81.0,2 (0),20 (1),106 (8),36 (7),59 (2)
5587,5,based on a book,pos,space,neg,False,fantasy,81.0,2 (0),36 (7),20 (1),59 (2),106 (8)
7710,1,nonlinear,neg,disturbing,neg,True,organized crime,311.0,43 (0),122 (1),106 (2),27 (3),113 (4)
7710,2,organized crime,pos,space,neg,False,british,311.0,122 (1),43 (0),307 (7),106 (2),113 (4)
7710,3,sequel,neg,boring,neg,True,sci-fi,311.0,4 (8),43 (0),27 (3),22 (9),106 (2)
7710,4,harrison ford,neg,fun,neg,True,sci-fi,311.0,4 (8),27 (3),43 (0),22 (9),15 (5)
7710,5,surreal,neg,action,neg,True,sci-fi,311.0,4 (8),27 (3),43 (0),13 (6),15 (5)
2746,1,girlie movie,neg,nudity (topless),neg,True,paris,1225.0,1054 (0),243 (1),171 (2),145 (3),727 (4)
2746,2,love,neg,chick flick,neg,True,paris,1225.0,1054 (0),243 (1),727 (4),145 (3),171 (2)
2746,3,coming of age,neg,thriller,neg,True,paris,1225.0,1054 (0),243 (1),1587 (6),1042 (9),727 (4)
2746,4,cute,neg,dark comedy,neg,True,paris,1225.0,1587 (6),1054 (0),1042 (9),727 (4),1047 (16)
2746,5,new york city,neg,comedy,neg,True,paris,1225.0,1587 (6),1054 (0),1042 (9),727 (4),1296 (45)
1482,1,morgan freeman,neg,dark comedy,neg,True,drama,49.0,938 (0),930 (1),281 (2),423 (3),1680 (4)
1482,2,stephen king,neg,comedy,neg,True,drama,49.0,938 (0),1680 (4),1868 (12),1115 (6),930 (1)
1482,3,cute,neg,cute,neg,True,chick flick,49.0,938 (0),1868 (12),1680 (4),1302 (23),1855 (16)
1482,4,romance,neg,classic,neg,True,chick flick,49.0,938 (0),1302 (23),1868 (12),1680 (4),930 (1)
1482,5,british,neg,steven spielberg,neg,True,chick flick,49.0,1302 (23),938 (0),1868 (12),1680 (4),1855 (16)
2892,1,intense,pos,animation,neg,False,japan,512.0,833 (0),164 (1),376 (2),197 (3),72 (4)
2892,2,historical,pos,predictable,neg,False,japan,512.0,63 (5),34 (19),72 (4),133 (13),40 (24)
2892,3,romance,neg,surreal,neg,True,japan,512.0,13 (16),258 (92),63 (5),40 (24),14 (42)
2892,4,overrated,neg,dark comedy,neg,True,japan,512.0,833 (0),13 (16),258 (92),40 (24),63 (5)
2892,5,drama,neg,nudity (topless),neg,True,japan,512.0,833 (0),258 (92),13 (16),63 (5),40 (24)
4019,1,war,pos,fantasy,neg,False,classic,126.0,1218 (0),516 (1),225 (2),630 (3),293 (4)
4019,2,organized crime,neg,space,neg,True,classic,126.0,293 (4),421 (14),18 (5),78 (13),0 (12)
4019,3,based on a book,neg,based on a book,neg,True,classic,126.0,293 (4),421 (14),503 (6),18 (5),78 (13)
4019,4,mafia,neg,martin scorsese,neg,True,classic,126.0,293 (4),421 (14),503 (6),1162 (56),18 (5)
4019,5,oscar (best picture),neg,teen,neg,True,classic,126.0,293 (4),421 (14),78 (13),18 (5),119 (11)
2928,1,future,neg,dystopia,neg,True,space,64.0,1035 (0),827 (1),414 (2),601 (3),246 (4)
2928,2,sequel,neg,classic,pos,False,space,64.0,1035 (0),827 (1),414 (2),1394 (5),601 (3)
2928,3,adventure,neg,based on a true story,neg,True,space,64.0,1035 (0),1394 (5),414 (2),717 (6),827 (1)
2928,4,dvd,pos,interesting,neg,False,space,64.0,1035 (0),1394 (5),414 (2),827 (1),717 (6)
2928,5,harrison ford,neg,fun,neg,True,space,64.0,64 (18),26 (17),27 (19),83 (22),16 (20)
199,1,africa,neg,surreal,neg,True,drugs,407.0,1691 (0),932 (1),2184 (2),1764 (3),4284 (4)
199,2,intense,neg,animation,neg,True,drugs,407.0,1691 (0),4284 (4),2184 (2),932 (1),4167 (8)
199,3,crime,neg,london,neg,True,drugs,407.0,1691 (0),2184 (2),4284 (4),4167 (8),932 (1)
199,4,dark,pos,oscar (best actor),neg,False,drugs,407.0,2184 (2),4167 (8),1691 (0),4284 (4),932 (1)
199,5,great soundtrack,neg,teen,neg,True,drugs,407.0,1691 (0),4284 (4),4167 (8),2184 (2),932 (1)
2804,1,crime,pos,action,neg,False,violence,91.0,2049 (0),1451 (1),1315 (2),818 (3),2367 (4)
2804,2,organized crime,pos,space,neg,False,violence,91.0,412 (35),96 (19),493 (114),455 (23),77 (51)
2804,3,mafia,neg,action,neg,True,violence,91.0,412 (35),96 (19),95 (83),6 (75),493 (114)
2804,4,racism,neg,predictable,neg,True,violence,91.0,412 (35),96 (19),493 (114),95 (83),455 (23)
2804,5,psychology,neg,comedy,neg,True,violence,91.0,412 (35),96 (19),493 (114),95 (83),455 (23)
5624,1,oscar (best picture),pos,teen,neg,False,fantasy,112.0,56 (0),170 (1),101 (2),116 (3),313 (4)
5624,2,epic,pos,boring,pos,True,fantasy,112.0,8 (16),3 (13),52 (14),48 (19),91 (8)
5624,3,overrated,pos,dark comedy,neg,False,fantasy,112.0,56 (0),25 (6),63 (7),3 (13),24 (17)
5624,4,dvd,pos,revenge,neg,False,fantasy,112.0,3 (13),25 (6),8 (16),128 (20),52 (14)
5624,5,sequel,neg,sequel,neg,True,fantasy,112.0,3 (13),25 (6),8 (16),128 (20),52 (14)
6398,1,aliens,neg,space,neg,True,sci-fi,53.0,155 (0),10 (1),287 (2),11 (3),8 (4)
6398,2,sequel,neg,clint eastwood,neg,True,sci-fi,53.0,3008 (72),1719 (14),155 (0),287 (2),10 (1)
6398,3,drama,neg,nudity (topless),neg,True,seen more than once,53.0,155 (0),3008 (72),287 (2),11 (3),1719 (14)
6398,4,overrated,neg,dark comedy,neg,True,seen more than once,53.0,3008 (72),155 (0),1719 (14),11 (3),10 (1)
6398,5,sci-fi,neg,oscar (best actor),neg,True,seen more than once,53.0,1719 (14),3008 (72),287 (2),155 (0),1691 (99)
6780,1,future,neg,dystopia,neg,True,space,64.0,1155 (0),688 (1),394 (2),480 (3),732 (4)
6780,2,sequel,neg,suicide,neg,True,space,64.0,1155 (0),688 (1),394 (2),1594 (13),1916 (14)
6780,3,dvd,pos,interesting,neg,False,space,64.0,1155 (0),688 (1),1594 (13),394 (2),1916 (14)
6780,4,aliens,pos,space,pos,True,space,64.0,394 (2),16 (16),688 (1),64 (15),70 (11)
6780,5,conspiracy,neg,comedy,neg,True,aliens,64.0,394 (2),688 (1),16 (16),64 (15),1155 (0)
658,1,post apocalyptic,neg,nudity (topless),neg,True,martial arts,720.0,793 (0),1187 (1),1194 (2),1125 (3),823 (4)
658,2,japan,neg,mafia,neg,True,martial arts,720.0,793 (0),1125 (3),1194 (2),1187 (1),1249 (5)
658,3,dystopia,neg,disturbing,neg,True,martial arts,720.0,1187 (1),1416 (7),793 (0),1249 (5),1194 (2)
658,4,sci-fi,neg,seen more than once,neg,True,martial arts,720.0,1416 (7),1187 (1),793 (0),1194 (2),1899 (12)
658,5,action,pos,surreal,neg,False,martial arts,720.0,1187 (1),1416 (7),793 (0),1125 (3),1194 (2)
5595,1,war,neg,fantasy,neg,True,classic,1821.0,489 (0),944 (1),729 (2),1352 (3),407 (4)
5595,2,comedy,neg,new york city,neg,True,england,1821.0,944 (1),2083 (5),489 (0),729 (2),1352 (3)
5595,3,based on a book,neg,space,neg,True,classic,1821.0,944 (1),1352 (3),489 (0),729 (2),2083 (5)
5595,4,mafia,neg,action,neg,True,classic,1821.0,1352 (3),2083 (5),944 (1),729 (2),489 (0)
5595,5,love,pos,chick flick,pos,True,england,1821.0,2083 (5),1352 (3),1644 (9),3104 (104),2201 (70)
837,1,nudity (topless - brief),pos,true story,neg,False,zombies,1009.0,844 (0),341 (1),1181 (2),302 (3),51 (4)
837,2,cult film,neg,comedy,pos,False,zombies,1009.0,341 (1),493 (106),89 (13),189 (43),509 (114)
837,3,sequel,neg,suicide,neg,True,zombies,1009.0,341 (1),493 (106),89 (13),509 (114),1174 (74)
837,4,spoof,neg,tom hanks,neg,True,zombies,1009.0,341 (1),493 (106),89 (13),1007 (381),1174 (74)
837,5,post-apocalyptic,neg,sequel,neg,True,zombies,1009.0,341 (1),493 (106),1007 (381),89 (13),509 (114)
6831,1,drama,neg,nudity (topless),neg,True,twist ending,18.0,931 (0),123 (1),383 (2),960 (3),714 (4)
6831,2,suspense,pos,animation,neg,False,twist ending,18.0,931 (0),1175 (5),960 (3),123 (1),714 (4)
6831,3,mystery,neg,true story,neg,True,twist ending,18.0,575 (30),166 (7),104 (8),123 (1),791 (27)
6831,4,memory,neg,music,neg,True,twist ending,18.0,575 (30),791 (27),383 (2),123 (1),166 (7)
6831,5,ghosts,neg,prison,neg,True,twist ending,18.0,575 (30),791 (27),383 (2),123 (1),166 (7)
6911,1,sequel,neg,suicide,neg,True,robots,7.0,1918 (0),711 (1),1813 (2),753 (3),375 (4)
6911,2,arnold schwarzenegger,pos,thriller,neg,False,robots,7.0,1918 (0),1813 (2),711 (1),753 (3),375 (4)
6911,3,dystopia,pos,sports,neg,False,robots,7.0,1918 (0),1813 (2),753 (3),711 (1),375 (4)
6911,4,space,neg,aliens,neg,True,robots,7.0,753 (3),1813 (2),1918 (0),375 (4),345 (5)
6911,5,sci-fi,pos,romance,neg,False,robots,7.0,753 (3),1813 (2),1918 (0),375 (4),345 (5)
617,1,africa,neg,surreal,neg,True,drugs,709.0,3340 (0),3301 (1),2495 (2),2186 (3),2807 (4)
617,2,intense,neg,animation,neg,True,drugs,709.0,3340 (0),2495 (2),3301 (1),2186 (3),2807 (4)
617,3,crime,neg,action,neg,True,quirky,709.0,3340 (0),2186 (3),3301 (1),2495 (2),2679 (5)
617,4,dark comedy,neg,overrated,neg,True,quirky,709.0,3340 (0),2186 (3),3301 (1),2495 (2),3403 (7)
617,5,depressing,neg,mafia,neg,True,drugs,709.0,3340 (0),4151 (10),2186 (3),3301 (1),3403 (7)
2273,1,coming of age,pos,thriller,neg,False,romance,1036.0,960 (0),786 (1),353 (2),2015 (3),1177 (4)
2273,2,morgan freeman,neg,dark comedy,neg,True,drama,1036.0,1177 (4),1656 (15),2127 (21),1132 (13),1585 (18)
2273,3,quirky,neg,space,neg,True,paris,1036.0,1177 (4),2742 (52),2127 (21),1585 (18),1728 (92)
2273,4,hilarious,neg,hilarious,neg,True,comedy,1036.0,1177 (4),2742 (52),1585 (18),1136 (63),2127 (21)
2273,5,animation,neg,mafia,neg,True,comedy,1036.0,2742 (52),1177 (4),1136 (63),1585 (18),2127 (21)
3777,1,war,pos,fantasy,pos,True,classic,105.0,73 (0),55 (1),223 (2),171 (3),49 (4)
3777,2,organized crime,neg,space,neg,True,classic,105.0,55 (1),73 (0),171 (3),223 (2),164 (5)
3777,3,based on a book,pos,based on a book,pos,True,classic,105.0,73 (0),223 (2),55 (1),171 (3),385 (7)
3777,4,mafia,neg,action,neg,True,classic,105.0,736 (145),832 (264),1553 (913),709 (702),1607 (450)
3777,5,prison,neg,disturbing,neg,True,classic,105.0,1553 (913),736 (145),832 (264),1607 (450),709 (702)
5053,1,lesbian,neg,romance,neg,True,teen,148.0,197 (0),568 (1),81 (2),8 (3),72 (4)
5053,2,seen more than once,pos,music,neg,False,teen,148.0,197 (0),568 (1),72 (4),135 (12),8 (3)
5053,3,drama,pos,nudity (topless),neg,False,teen,148.0,72 (4),197 (0),8 (3),568 (1),135 (12)
5053,4,robin williams,neg,dystopia,neg,True,teen,148.0,8 (3),1 (5),72 (4),55 (13),10 (10)
5053,5,time travel,neg,fantasy,neg,True,teen,148.0,1 (5),8 (3),55 (13),72 (4),6 (16)
6472,1,aliens,neg,space,pos,False,sci-fi,8.0,1893 (0),646 (1),3957 (2),1101 (3),112 (4)
6472,2,action,pos,mafia,neg,False,sci-fi,8.0,1893 (0),646 (1),1928 (10),3957 (2),1101 (3)
6472,3,robots,pos,police,neg,False,sci-fi,8.0,646 (1),1893 (0),112 (4),446 (18),720 (9)
6472,4,dvd,pos,dvd,pos,True,sci-fi,8.0,1893 (0),646 (1),112 (4),1101 (3),720 (9)
6472,5,future,neg,future,neg,True,sci-fi,8.0,112 (4),646 (1),176 (14),282 (8),247 (35)
7562,1,war,neg,fantasy,neg,True,classic,104.0,407 (0),174 (1),311 (2),569 (3),193 (4)
7562,2,organized crime,neg,space,neg,True,classic,104.0,407 (0),1779 (28),784 (6),311 (2),482 (9)
