user_id,step,critiquing_keyphrase,critique_polarity,clarification_keyphrase,clarification_polarity,accept_clarification
1402,1,cult film,pos,cult film,pos,True
1402,2,quirky,pos,quirky,pos,True
1402,3,satire,pos,satire,pos,True
1402,4,hilarious,pos,hilarious,pos,True
1402,5,overrated,pos,overrated,pos,True
7935,1,comic book,pos,comic book,pos,True
7935,2,super-hero,pos,super-hero,pos,True
7935,3,superhero,pos,superhero,pos,True
7935,4,violence,neg,violence,neg,True
7935,5,sci-fi,neg,sci-fi,neg,True
5587,1,fantasy,pos,fantasy,pos,True
5587,2,based on a book,pos,based on a book,pos,True
5587,3,magic,pos,magic,pos,True
5587,4,dvd,pos,dvd,pos,True
5587,5,overrated,pos,overrated,pos,True
7710,1,organized crime,pos,organized crime,pos,True
7710,2,sci-fi,neg,sci-fi,neg,True
7710,3,violence,pos,violence,pos,True
7710,4,time travel,neg,time travel,neg,True
7710,5,classic,neg,classic,neg,True
2746,1,paris,pos,paris,pos,True
2746,2,animation,pos,animation,pos,True
2746,3,france,pos,france,pos,True
2746,4,funny,pos,funny,pos,True
2746,5,fantasy,neg,fantasy,neg,True
1482,1,drama,pos,drama,pos,True
1482,2,ghosts,pos,ghosts,pos,True
1482,3,chick flick,pos,chick flick,pos,True
1482,4,girlie movie,pos,girlie movie,pos,True
1482,5,serial killer,neg,serial killer,neg,True
2892,1,japan,pos,japan,pos,True
2892,2,anime,neg,anime,neg,True
2892,3,tom cruise,pos,tom cruise,pos,True
2892,4,fantasy,neg,fantasy,neg,True
2892,5,historical,pos,historical,pos,True
4019,1,classic,pos,classic,pos,True
4019,2,dark comedy,pos,dark comedy,pos,True
4019,3,satire,pos,satire,pos,True
4019,4,tom hanks,neg,tom hanks,neg,True
4019,5,black comedy,pos,black comedy,pos,True
2928,1,space,pos,space,pos,True
2928,2,aliens,pos,aliens,pos,True
2928,3,time travel,neg,time travel,neg,True
2928,4,dvd,pos,dvd,pos,True
2928,5,holocaust,neg,holocaust,neg,True
199,1,drugs,pos,drugs,pos,True
199,2,depressing,pos,depressing,pos,True
199,3,dark,pos,dark,pos,True
199,4,disturbing,pos,disturbing,pos,True
199,5,based on a book,pos,based on a book,pos,True
2804,1,violence,pos,violence,pos,True
2804,2,organized crime,pos,organized crime,pos,True
2804,3,nonlinear,pos,nonlinear,pos,True
2804,4,time travel,neg,time travel,neg,True
2804,5,oscar (best picture),neg,oscar (best picture),neg,True
5624,1,fantasy,pos,fantasy,pos,True
5624,2,oscar (best picture),pos,oscar (best picture),pos,True
5624,3,based on a book,pos,based on a book,pos,True
5624,4,adventure,pos,adventure,pos,True
5624,5,surreal,neg,surreal,neg,True
6398,1,sci-fi,neg,sci-fi,neg,True
6398,2,seen more than once,pos,seen more than once,pos,True
6398,3,space,neg,space,neg,True
6398,4,animation,neg,animation,neg,True
6398,5,classic,neg,classic,neg,True
6780,1,space,pos,space,pos,True
6780,2,aliens,pos,aliens,pos,True
6780,3,dvd,pos,dvd,pos,True
6780,4,harrison ford,neg,harrison ford,neg,True
6780,5,classic,pos,classic,pos,True
658,1,martial arts,pos,martial arts,pos,True
658,2,action,pos,action,pos,True
658,3,beautiful,pos,beautiful,pos,True
658,4,heist,pos,heist,pos,True
658,5,dvd,pos,dvd,pos,True
5595,1,england,pos,england,pos,True
5595,2,classic,pos,classic,pos,True
5595,3,family,pos,family,pos,True
5595,4,cute,pos,cute,pos,True
5595,5,chick flick,pos,chick flick,pos,True
837,1,zombies,pos,zombies,pos,True
837,2,dystopia,neg,dystopia,neg,True
837,3,horror,pos,horror,pos,True
837,4,nudity (topless - brief),pos,nudity (topless - brief),pos,True
837,5,action,pos,action,pos,True
6831,1,twist ending,pos,twist ending,pos,True
6831,2,suspense,pos,suspense,pos,True
6831,3,organized crime,pos,organized crime,pos,True
6831,4,serial killer,neg,serial killer,neg,True
6831,5,classic,neg,classic,neg,True
6911,1,robots,pos,robots,pos,True
6911,2,time travel,pos,time travel,pos,True
6911,3,sci-fi,pos,sci-fi,pos,True
6911,4,action,pos,action,pos,True
6911,5,arnold schwarzenegger,pos,arnold schwarzenegger,pos,True
617,1,drugs,pos,drugs,pos,True
617,2,quirky,pos,quirky,pos,True
617,3,cute,pos,cute,pos,True
617,4,family,pos,family,pos,True
617,5,hilarious,pos,hilarious,pos,True
2273,1,surreal,neg,surreal,neg,True
2273,2,classic,neg,classic,neg,True
2273,3,romance,pos,romance,pos,True
2273,4,fantasy,neg,fantasy,neg,True
2273,5,drama,pos,drama,pos,True
3777,1,classic,pos,classic,pos,True
3777,2,based on a book,pos,based on a book,pos,True
3777,3,musical,pos,musical,pos,True
3777,4,war,pos,war,pos,True
3777,5,surreal,neg,surreal,neg,True
5053,1,teen,pos,teen,pos,True
5053,2,drama,pos,drama,pos,True
5053,3,ghosts,neg,ghosts,neg,True
5053,4,high school,pos,high school,pos,True
5053,5,tom hanks,neg,tom hanks,neg,True
6472,1,sci-fi,pos,sci-fi,pos,True
6472,2,space,pos,space,pos,True
6472,3,harrison ford,pos,harrison ford,pos,True
6472,4,classic,pos,classic,pos,True
6472,5,time travel,neg,time travel,neg,True
7562,1,classic,pos,classic,pos,True
7562,2,martin scorsese,pos,martin scorsese,pos,True
7562,3,cult film,pos,cult film,pos,True
7562,4,quirky,neg,quirky,neg,True
7562,5,sci-fi,neg,sci-fi,neg,True
4788,1,heist,pos,heist,pos,True
4788,2,crime,pos,crime,pos,True
4788,3,brad pitt,pos,brad pitt,pos,True
4788,4,fantasy,neg,fantasy,neg,True
4788,5,matt damon,pos,matt damon,pos,True
1106,1,classic,pos,classic,pos,True
1106,2,japan,pos,japan,pos,True
1106,3,anime,neg,anime,neg,True
1106,4,historical,pos,historical,pos,True
1106,5,action,pos,action,pos,True
1692,1,sci-fi,pos,sci-fi,pos,True
1692,2,classic,pos,classic,pos,True
1692,3,based on a book,pos,based on a book,pos,True
1692,4,aliens,pos,aliens,pos,True
1692,5,future,pos,future,pos,True
6187,1,seen more than once,pos,seen more than once,pos,True
6187,2,overrated,pos,overrated,pos,True
6187,3,revenge,pos,revenge,pos,True
6187,4,martial arts,pos,martial arts,pos,True
6187,5,dystopia,neg,dystopia,neg,True
5307,1,super-hero,pos,super-hero,pos,True
5307,2,superhero,pos,superhero,pos,True
5307,3,animation,pos,animation,pos,True
5307,4,family,pos,family,pos,True
5307,5,action,pos,action,pos,True
7039,1,action,pos,action,pos,True
7039,2,harrison ford,pos,harrison ford,pos,True
7039,3,crime,pos,crime,pos,True
7039,4,holocaust,neg,holocaust,neg,True
7039,5,sci-fi,neg,sci-fi,neg,True
1745,1,surreal,pos,surreal,pos,True
1745,2,sci-fi,neg,sci-fi,neg,True
1745,3,seen more than once,pos,seen more than once,pos,True
1745,4,dark comedy,pos,dark comedy,pos,True
1745,5,space,neg,space,neg,True
4520,1,anime,pos,anime,pos,True
4520,2,children,pos,children,pos,True
4520,3,fantasy,pos,fantasy,pos,True
4520,4,beautiful,pos,beautiful,pos,True
4520,5,sports,pos,sports,pos,True
3096,1,sci-fi,pos,sci-fi,pos,True
3096,2,harrison ford,pos,harrison ford,pos,True
3096,3,dystopia,pos,dystopia,pos,True
3096,4,based on a book,pos,based on a book,pos,True
3096,5,robots,pos,robots,pos,True
4937,1,dark comedy,pos,dark comedy,pos,True
4937,2,sci-fi,neg,sci-fi,neg,True
4937,3,action,neg,action,neg,True
4937,4,aliens,neg,aliens,neg,True
4937,5,biography,pos,biography,pos,True
5376,1,super-hero,pos,super-hero,pos,True
5376,2,comic book,pos,comic book,pos,True
5376,3,new york,pos,new york,pos,True
5376,4,action,pos,action,pos,True
5376,5,chick flick,pos,chick flick,pos,True
6300,1,organized crime,pos,organized crime,pos,True
6300,2,violence,pos,violence,pos,True
6300,3,sci-fi,neg,sci-fi,neg,True
6300,4,mafia,pos,mafia,pos,True
6300,5,serial killer,neg,serial killer,neg,True
133,1,los angeles,pos,los angeles,pos,True
133,2,film noir,pos,film noir,pos,True
133,3,classic,pos,classic,pos,True
133,4,dystopia,neg,dystopia,neg,True
133,5,murder,pos,murder,pos,True
6914,1,fantasy,neg,fantasy,neg,True
6914,2,musical,pos,musical,pos,True
6914,3,music,pos,music,pos,True
6914,4,classic,pos,classic,pos,True
6914,5,cars,pos,cars,pos,True
1604,1,martial arts,pos,martial arts,pos,True
1604,2,overrated,pos,overrated,pos,True
1604,3,anime,neg,anime,neg,True
1604,4,murder,pos,murder,pos,True
1604,5,james bond,neg,james bond,neg,True
1830,1,super-hero,pos,super-hero,pos,True
1830,2,comic book,pos,comic book,pos,True
1830,3,new york,pos,new york,pos,True
1830,4,action,pos,action,pos,True
1830,5,james bond,neg,james bond,neg,True
2155,1,sci-fi,pos,sci-fi,pos,True
2155,2,harrison ford,pos,harrison ford,pos,True
2155,3,based on a book,pos,based on a book,pos,True
2155,4,dystopia,pos,dystopia,pos,True
2155,5,comic book,neg,comic book,neg,True
2614,1,comic book,pos,comic book,pos,True
2614,2,super-hero,pos,super-hero,pos,True
2614,3,superhero,pos,superhero,pos,True
2614,4,future,pos,future,pos,True
2614,5,action,pos,action,pos,True
5106,1,classic,neg,classic,neg,True
5106,2,prison,neg,prison,neg,True
5106,3,seen more than once,pos,seen more than once,pos,True
5106,4,tom hanks,neg,tom hanks,neg,True
5106,5,british,pos,british,pos,True
3144,1,violence,pos,violence,pos,True
3144,2,brad pitt,pos,brad pitt,pos,True
3144,3,mental illness,pos,mental illness,pos,True
3144,4,surreal,pos,surreal,pos,True
3144,5,psychology,pos,psychology,pos,True
2135,1,africa,pos,africa,pos,True
2135,2,thriller,pos,thriller,pos,True
2135,3,beautiful,pos,beautiful,pos,True
2135,4,magic,neg,magic,neg,True
2135,5,conspiracy,pos,conspiracy,pos,True
7996,1,sci-fi,neg,sci-fi,neg,True
7996,2,action,pos,action,pos,True
7996,3,space,neg,space,neg,True
7996,4,prison,neg,prison,neg,True
7996,5,classic,neg,classic,neg,True
2454,1,martin scorsese,pos,martin scorsese,pos,True
2454,2,boring,pos,boring,pos,True
2454,3,jim carrey,neg,jim carrey,neg,True
2454,4,surreal,neg,surreal,neg,True
2454,5,super-hero,neg,super-hero,neg,True
3828,1,steven spielberg,pos,steven spielberg,pos,True
3828,2,thriller,pos,thriller,pos,True
3828,3,tom hanks,neg,tom hanks,neg,True
3828,4,action,pos,action,pos,True
3828,5,bruce willis,neg,bruce willis,neg,True
1607,1,classic,pos,classic,pos,True
1607,2,oscar (best picture),pos,oscar (best picture),pos,True
1607,3,world war ii,pos,world war ii,pos,True
1607,4,hitchcock,neg,hitchcock,neg,True
1607,5,holocaust,neg,holocaust,neg,True
2202,1,religion,pos,religion,pos,True
2202,2,satire,pos,satire,pos,True
2202,3,drugs,neg,drugs,neg,True
2202,4,funny,pos,funny,pos,True
2202,5,matt damon,pos,matt damon,pos,True
3424,1,prison,pos,prison,pos,True
3424,2,classic,pos,classic,pos,True
3424,3,stephen king,pos,stephen king,pos,True
3424,4,based on a book,pos,based on a book,pos,True
3424,5,morgan freeman,pos,morgan freeman,pos,True
6893,1,classic,pos,classic,pos,True
6893,2,england,pos,england,pos,True
6893,3,family,pos,family,pos,True
6893,4,fantasy,neg,fantasy,neg,True
6893,5,cute,pos,cute,pos,True
5543,1,classic,pos,classic,pos,True
5543,2,based on a book,pos,based on a book,pos,True
5543,3,fantasy,pos,fantasy,pos,True
5543,4,surreal,pos,surreal,pos,True
5543,5,espionage,pos,espionage,pos,True
2987,1,action,neg,action,neg,True
2987,2,serial killer,neg,serial killer,neg,True
2987,3,beautiful,pos,beautiful,pos,True
2987,4,oscar (best picture),neg,oscar (best picture),neg,True
2987,5,disney,neg,disney,neg,True
6253,1,seen more than once,pos,seen more than once,pos,True
6253,2,animation,pos,animation,pos,True
6253,3,sci-fi,neg,sci-fi,neg,True
6253,4,hilarious,pos,hilarious,pos,True
6253,5,disney,pos,disney,pos,True
5604,1,robots,pos,robots,pos,True
5604,2,time travel,pos,time travel,pos,True
5604,3,arnold schwarzenegger,pos,arnold schwarzenegger,pos,True
5604,4,action,pos,action,pos,True
5604,5,sci-fi,pos,sci-fi,pos,True
2642,1,quirky,pos,quirky,pos,True
2642,2,violence,neg,violence,neg,True
2642,3,drugs,neg,drugs,neg,True
2642,4,seen more than once,pos,seen more than once,pos,True
2642,5,new york,pos,new york,pos,True
132,1,teen,pos,teen,pos,True
132,2,seen more than once,pos,seen more than once,pos,True
132,3,drama,pos,drama,pos,True
132,4,high school,pos,high school,pos,True
132,5,comedy,pos,comedy,pos,True
7373,1,animation,pos,animation,pos,True
7373,2,disney,pos,disney,pos,True
7373,3,time travel,neg,time travel,neg,True
7373,4,dvd,pos,dvd,pos,True
7373,5,ghosts,neg,ghosts,neg,True
118,1,classic,pos,classic,pos,True
118,2,martin scorsese,pos,martin scorsese,pos,True
118,3,cult film,pos,cult film,pos,True
118,4,new york city,pos,new york city,pos,True
118,5,sci-fi,neg,sci-fi,neg,True
1332,1,parody,pos,parody,pos,True
1332,2,hilarious,pos,hilarious,pos,True
1332,3,stupid,pos,stupid,pos,True
1332,4,cute,pos,cute,pos,True
1332,5,disney,neg,disney,neg,True
426,1,tom cruise,pos,tom cruise,pos,True
426,2,remake,pos,remake,pos,True
426,3,zombies,neg,zombies,neg,True
426,4,new york city,pos,new york city,pos,True
426,5,suicide,pos,suicide,pos,True
874,1,girlie movie,pos,girlie movie,pos,True
874,2,suicide,pos,suicide,pos,True
874,3,mental illness,pos,mental illness,pos,True
874,4,dvd,pos,dvd,pos,True
874,5,memory,neg,memory,neg,True
4049,1,tom cruise,pos,tom cruise,pos,True
4049,2,remake,pos,remake,pos,True
4049,3,surreal,pos,surreal,pos,True
4049,4,new york city,pos,new york city,pos,True
4049,5,fantasy,neg,fantasy,neg,True
3006,1,oscar (best picture),pos,oscar (best picture),pos,True
3006,2,war,pos,war,pos,True
3006,3,action,pos,action,pos,True
3006,4,classic,neg,classic,neg,True
3006,5,surreal,neg,surreal,neg,True
4495,1,seen more than once,pos,seen more than once,pos,True
4495,2,revenge,pos,revenge,pos,True
4495,3,martial arts,pos,martial arts,pos,True
4495,4,overrated,pos,overrated,pos,True
4495,5,fantasy,neg,fantasy,neg,True
3271,1,johnny depp,pos,johnny depp,pos,True
3271,2,adventure,pos,adventure,pos,True
3271,3,action,pos,action,pos,True
3271,4,comic book,neg,comic book,neg,True
3271,5,espionage,neg,espionage,neg,True
3940,1,gay,pos,gay,pos,True
3940,2,lesbian,pos,lesbian,pos,True
3940,3,seen more than once,pos,seen more than once,pos,True
3940,4,dvd,pos,dvd,pos,True
3940,5,drugs,neg,drugs,neg,True
702,1,action,pos,action,pos,True
702,2,space,pos,space,pos,True
702,3,sci-fi,pos,sci-fi,pos,True
702,4,slow,pos,slow,pos,True
702,5,aliens,pos,aliens,pos,True
7487,1,sci-fi,pos,sci-fi,pos,True
7487,2,space,pos,space,pos,True
7487,3,harrison ford,pos,harrison ford,pos,True
7487,4,prison,neg,prison,neg,True
7487,5,classic,pos,classic,pos,True
3160,1,oscar (best picture),pos,oscar (best picture),pos,True
3160,2,sci-fi,neg,sci-fi,neg,True
3160,3,true story,pos,true story,pos,True
3160,4,tom hanks,neg,tom hanks,neg,True
3160,5,oscar (best actor),pos,oscar (best actor),pos,True
6122,1,quirky,pos,quirky,pos,True
6122,2,crime,pos,crime,pos,True
6122,3,dark comedy,pos,dark comedy,pos,True
6122,4,black comedy,pos,black comedy,pos,True
6122,5,murder,pos,murder,pos,True
5868,1,sci-fi,pos,sci-fi,pos,True
5868,2,dystopia,pos,dystopia,pos,True
5868,3,martial arts,pos,martial arts,pos,True
5868,4,dvd,pos,dvd,pos,True
5868,5,action,pos,action,pos,True
2340,1,harrison ford,pos,harrison ford,pos,True
2340,2,action,pos,action,pos,True
2340,3,crime,pos,crime,pos,True
2340,4,violence,pos,violence,pos,True
2340,5,tom hanks,neg,tom hanks,neg,True
2295,1,hitchcock,pos,hitchcock,pos,True
2295,2,classic,pos,classic,pos,True
2295,3,alfred hitchcock,pos,alfred hitchcock,pos,True
2295,4,mystery,pos,mystery,pos,True
2295,5,thriller,pos,thriller,pos,True
747,1,harrison ford,pos,harrison ford,pos,True
747,2,action,pos,action,pos,True
747,3,serial killer,neg,serial killer,neg,True
747,4,crime,pos,crime,pos,True
747,5,violence,pos,violence,pos,True
7860,1,quirky,pos,quirky,pos,True
7860,2,dark comedy,pos,dark comedy,pos,True
7860,3,crime,pos,crime,pos,True
7860,4,black comedy,pos,black comedy,pos,True
7860,5,sci-fi,neg,sci-fi,neg,True
3345,1,serial killer,neg,serial killer,neg,True
3345,2,aliens,pos,aliens,pos,True
3345,3,religion,pos,religion,pos,True
3345,4,boring,pos,boring,pos,True
3345,5,holocaust,neg,holocaust,neg,True
2601,1,drama,pos,drama,pos,True
2601,2,dvd,pos,dvd,pos,True
2601,3,sci-fi,neg,sci-fi,neg,True
2601,4,seen more than once,pos,seen more than once,pos,True
2601,5,intense,pos,intense,pos,True
5699,1,los angeles,pos,los angeles,pos,True
5699,2,film noir,pos,film noir,pos,True
5699,3,classic,pos,classic,pos,True
5699,4,sci-fi,neg,sci-fi,neg,True
5699,5,oscar (best picture),neg,oscar (best picture),neg,True
6567,1,animation,pos,animation,pos,True
6567,2,disney,pos,disney,pos,True
6567,3,dvd,pos,dvd,pos,True
6567,4,magic,neg,magic,neg,True
6567,5,overrated,pos,overrated,pos,True
1547,1,oscar (best picture),pos,oscar (best picture),pos,True
1547,2,war,pos,war,pos,True
1547,3,classic,neg,classic,neg,True
1547,4,action,pos,action,pos,True
1547,5,drama,pos,drama,pos,True
4883,1,comic book,pos,comic book,pos,True
4883,2,dystopia,pos,dystopia,pos,True
4883,3,politics,pos,politics,pos,True
4883,4,revenge,pos,revenge,pos,True
4883,5,terrorism,pos,terrorism,pos,True
4425,1,classic,pos,classic,pos,True
4425,2,based on a book,pos,based on a book,pos,True
4425,3,fantasy,pos,fantasy,pos,True
4425,4,nonlinear,neg,nonlinear,neg,True
4425,5,surreal,pos,surreal,pos,True
4994,1,boxing,pos,boxing,pos,True
4994,2,clint eastwood,pos,clint eastwood,pos,True
4994,3,oscar (best picture),pos,oscar (best picture),pos,True
4994,4,morgan freeman,pos,morgan freeman,pos,True
4994,5,overrated,pos,overrated,pos,True
5592,1,comic book,pos,comic book,pos,True
5592,2,super-hero,pos,super-hero,pos,True
5592,3,superhero,pos,superhero,pos,True
5592,4,action,pos,action,pos,True
5592,5,seen more than once,pos,seen more than once,pos,True
7659,1,dark comedy,pos,dark comedy,pos,True
7659,2,classic,pos,classic,pos,True
7659,3,biography,pos,biography,pos,True
7659,4,oscar (best picture),neg,oscar (best picture),neg,True
7659,5,drugs,pos,drugs,pos,True
1718,1,classic,pos,classic,pos,True
1718,2,japan,pos,japan,pos,True
1718,3,anime,neg,anime,neg,True
1718,4,historical,pos,historical,pos,True
1718,5,action,pos,action,pos,True
6030,1,prison,pos,prison,pos,True
6030,2,classic,pos,classic,pos,True
6030,3,stephen king,pos,stephen king,pos,True
6030,4,based on a book,pos,based on a book,pos,True
6030,5,morgan freeman,pos,morgan freeman,pos,True
6256,1,high school,pos,high school,pos,True
6256,2,comedy,pos,comedy,pos,True
6256,3,overrated,pos,overrated,pos,True
6256,4,slow,pos,slow,pos,True
6256,5,quirky,neg,quirky,neg,True
725,1,great soundtrack,pos,great soundtrack,pos,True
725,2,black and white,pos,black and white,pos,True
725,3,dvd,pos,dvd,pos,True
725,4,nonlinear,neg,nonlinear,neg,True
725,5,religion,pos,religion,pos,True
258,1,classic,pos,classic,pos,True
258,2,fantasy,pos,fantasy,pos,True
258,3,based on a book,pos,based on a book,pos,True
258,4,war,pos,war,pos,True
258,5,musical,pos,musical,pos,True
6812,1,espionage,pos,espionage,pos,True
6812,2,matt damon,pos,matt damon,pos,True
6812,3,memory,pos,memory,pos,True
6812,4,boring,pos,boring,pos,True
6812,5,super-hero,neg,super-hero,neg,True
5578,1,action,pos,action,pos,True
5578,2,police,pos,police,pos,True
5578,3,sci-fi,neg,sci-fi,neg,True
5578,4,harrison ford,neg,harrison ford,neg,True
5578,5,arnold schwarzenegger,neg,arnold schwarzenegger,neg,True
1410,1,harrison ford,pos,harrison ford,pos,True
1410,2,nazis,pos,nazis,pos,True
1410,3,steven spielberg,pos,steven spielberg,pos,True
1410,4,classic,neg,classic,neg,True
1410,5,sean connery,pos,sean connery,pos,True
1294,1,comedy,pos,comedy,pos,True
1294,2,high school,pos,high school,pos,True
1294,3,slow,pos,slow,pos,True
1294,4,comic book,neg,comic book,neg,True
1294,5,fantasy,neg,fantasy,neg,True
2305,1,history,pos,history,pos,True
2305,2,seen more than once,pos,seen more than once,pos,True
2305,3,classic,pos,classic,pos,True
2305,4,dark comedy,pos,dark comedy,pos,True
2305,5,martin scorsese,neg,martin scorsese,neg,True
3491,1,martin scorsese,pos,martin scorsese,pos,True
3491,2,mafia,pos,mafia,pos,True
3491,3,oscar (best picture),neg,oscar (best picture),neg,True
3491,4,cannibalism,pos,cannibalism,pos,True
3491,5,violent,pos,violent,pos,True
5739,1,classic,pos,classic,pos,True
5739,2,space,neg,space,neg,True
5739,3,musical,pos,musical,pos,True
5739,4,war,pos,war,pos,True
5739,5,based on a book,pos,based on a book,pos,True
6350,1,mafia,pos,mafia,pos,True
6350,2,classic,pos,classic,pos,True
6350,3,organized crime,pos,organized crime,pos,True
6350,4,oscar (best picture),pos,oscar (best picture),pos,True
6350,5,time travel,neg,time travel,neg,True
3624,1,racism,pos,racism,pos,True
3624,2,overrated,pos,overrated,pos,True
3624,3,oscar (best picture),pos,oscar (best picture),pos,True
3624,4,holocaust,neg,holocaust,neg,True
3624,5,nonlinear,neg,nonlinear,neg,True
2592,1,classic,pos,classic,pos,True
2592,2,martin scorsese,pos,martin scorsese,pos,True
2592,3,cult film,pos,cult film,pos,True
2592,4,serial killer,neg,serial killer,neg,True
2592,5,crime,neg,crime,neg,True
2763,1,action,pos,action,pos,True
2763,2,tom hanks,neg,tom hanks,neg,True
2763,3,fantasy,neg,fantasy,neg,True
2763,4,serial killer,neg,serial killer,neg,True
2763,5,beautiful,pos,beautiful,pos,True
3580,1,dystopia,pos,dystopia,pos,True
3580,2,organized crime,neg,organized crime,neg,True
3580,3,sci-fi,neg,sci-fi,neg,True
3580,4,mafia,neg,mafia,neg,True
3580,5,animation,neg,animation,neg,True
1109,1,france,pos,france,pos,True
1109,2,paris,pos,paris,pos,True
1109,3,romance,pos,romance,pos,True
