user_id,step,critiquing_keyphrase,critique_polarity,clarification_keyphrase,clarification_polarity,accept_clarification
2571,2,oscar (best picture),neg,black comedy,neg,True
2571,3,oscar (best picture),neg,johnny depp,neg,True
2571,4,oscar (best picture),neg,funny,neg,True
2571,5,oscar (best picture),neg,animation,neg,True
1474,1,hitchcock,pos,boring,neg,False
1474,2,classic,pos,brad pitt,neg,False
1474,3,murder,pos,documentary,neg,False
1474,4,horror,neg,horror,neg,True
1474,5,psychology,pos,psychology,pos,True
4413,1,funny,pos,organized crime,neg,False
4413,2,hilarious,pos,revenge,neg,False
4413,3,satire,neg,martin scorsese,neg,True
4413,4,satire,neg,tom hanks,neg,True
4413,5,satire,neg,mental illness,neg,True
1402,1,zombies,neg,love,neg,True
1402,2,surreal,neg,based on a book,neg,True
1402,3,surreal,neg,london,neg,True
1402,4,surreal,neg,depressing,neg,True
1402,5,zombies,neg,war,neg,True
7935,1,superhero,pos,memory,neg,False
7935,2,super-hero,pos,suspense,neg,False
7935,3,marvel,neg,adventure,neg,True
7935,4,marvel,neg,prison,neg,True
7935,5,marvel,neg,bond,neg,True
5587,1,based on a book,pos,predictable,neg,False
5587,2,adventure,pos,gay,neg,False
5587,3,magic,pos,memory,neg,False
5587,4,epic,pos,epic,pos,True
5587,5,overrated,pos,overrated,pos,True
7710,1,mafia,neg,revenge,neg,True
7710,2,depressing,neg,violent,neg,True
7710,3,depressing,neg,love,neg,True
7710,4,depressing,neg,serial killer,neg,True
7710,5,chick flick,neg,beautiful,neg,True
2746,1,france,pos,documentary,neg,False
2746,2,romance,neg,true story,neg,True
2746,3,romance,neg,zombies,neg,True
2746,4,romance,neg,jim carrey,neg,True
2746,5,romance,neg,nonlinear,neg,True
1482,1,mel gibson,neg,france,neg,True
1482,2,chick flick,pos,quirky,neg,False
1482,3,romance,neg,mafia,neg,True
1482,4,mel gibson,neg,boring,neg,True
1482,5,romance,neg,nudity (topless - brief),neg,True
2892,1,anime,neg,fantasy,neg,True
2892,2,anime,neg,france,neg,True
2892,3,anime,neg,horror,neg,True
2892,4,anime,neg,quirky,neg,True
2892,5,steven spielberg,neg,bond,neg,True
4019,1,prison,neg,robots,neg,True
4019,2,prison,neg,zombies,neg,True
4019,3,prison,neg,magic,neg,True
4019,4,prison,neg,samuel l jackson,neg,True
4019,5,prison,neg,disney,neg,True
2928,1,sci-fi,pos,dark,neg,False
2928,2,harrison ford,neg,england,neg,True
2928,3,harrison ford,neg,nicolas cage,neg,True
2928,4,harrison ford,neg,africa,neg,True
2928,5,harrison ford,neg,girlie movie,neg,True
199,1,depressing,pos,nicolas cage,neg,False
199,2,johnny depp,neg,new york,neg,True
199,3,johnny depp,neg,hitchcock,neg,True
199,4,johnny depp,neg,funny,neg,True
199,5,johnny depp,neg,racism,neg,True
2804,1,mental illness,neg,war,neg,True
2804,2,mental illness,neg,england,neg,True
2804,3,mental illness,neg,chick flick,neg,True
2804,4,mental illness,neg,epic,neg,True
2804,5,mental illness,neg,music,neg,True
5624,1,based on a book,pos,cars,neg,False
5624,2,adventure,pos,surreal,neg,False
5624,3,magic,pos,terrorism,neg,False
5624,4,epic,pos,epic,pos,True
5624,5,overrated,pos,overrated,pos,True
6398,1,space,neg,documentary,neg,True
6398,2,space,neg,conspiracy,neg,True
6398,3,space,neg,religion,neg,True
6398,4,space,neg,classic,neg,True
6398,5,space,neg,musical,neg,True
6780,1,sci-fi,pos,stupid,neg,False
6780,2,harrison ford,neg,overrated,neg,True
6780,3,harrison ford,neg,love,neg,True
6780,4,harrison ford,neg,post-apocalyptic,neg,True
6780,5,harrison ford,neg,mental illness,neg,True
658,1,overrated,neg,nudity (topless - brief),neg,True
658,2,overrated,neg,steven spielberg,neg,True
658,3,overrated,neg,fantasy,neg,True
658,4,overrated,neg,time travel,neg,True
658,5,overrated,neg,holocaust,neg,True
5595,1,zombies,neg,black comedy,neg,True
5595,2,prison,neg,organized crime,neg,True
5595,3,prison,neg,los angeles,neg,True
5595,4,prison,neg,brad pitt,neg,True
5595,5,prison,neg,overrated,neg,True
837,1,horror,pos,arnold schwarzenegger,neg,False
837,2,england,neg,future,neg,True
837,3,england,neg,bond,neg,True
837,4,england,neg,nazis,neg,True
837,5,england,neg,vampires,neg,True
6831,1,ghosts,neg,drama,neg,True
6831,2,ghosts,neg,mel gibson,neg,True
6831,3,ghosts,neg,politics,neg,True
6831,4,ghosts,neg,france,neg,True
6831,5,ghosts,neg,fairy tale,neg,True
6911,1,future,pos,surreal,neg,False
6911,2,sci-fi,pos,surreal,neg,False
6911,3,post apocalyptic,neg,gay,neg,True
6911,4,post apocalyptic,neg,police,neg,True
6911,5,post apocalyptic,neg,predictable,neg,True
617,1,depressing,neg,new york,neg,True
617,2,depressing,neg,harrison ford,neg,True
617,3,depressing,neg,vampire,neg,True
617,4,surreal,neg,england,neg,True
617,5,depressing,neg,love,neg,True
2273,1,love,neg,zombies,neg,True
2273,2,love,neg,depressing,neg,True
2273,3,prison,neg,france,neg,True
2273,4,prison,neg,ghosts,neg,True
2273,5,prison,neg,paris,neg,True
3777,1,prison,neg,documentary,neg,True
3777,2,prison,neg,johnny depp,neg,True
3777,3,prison,neg,cannibalism,neg,True
3777,4,prison,neg,children,neg,True
3777,5,prison,neg,fantasy,pos,False
5053,1,high school,pos,twist ending,neg,False
5053,2,fun,neg,england,neg,True
5053,3,fun,neg,arnold schwarzenegger,neg,True
5053,4,fun,neg,children,neg,True
5053,5,fun,neg,baseball,neg,True
6472,1,space,pos,los angeles,neg,False
6472,2,harrison ford,pos,new york city,neg,False
6472,3,dystopia,neg,disney,neg,True
6472,4,dystopia,neg,tom cruise,neg,True
6472,5,dystopia,neg,murder,neg,True
7562,1,prison,neg,war,neg,True
7562,2,prison,neg,super-hero,neg,True
7562,3,prison,neg,superhero,neg,True
7562,4,prison,neg,murder,neg,True
7562,5,prison,neg,mystery,neg,True
4788,1,matt damon,pos,adventure,neg,False
4788,2,brad pitt,pos,crime,pos,True
4788,3,brad pitt,pos,dvd,neg,False
4788,4,remake,pos,mafia,neg,False
4788,5,cars,neg,cars,neg,True
1106,1,prison,neg,biography,neg,True
1106,2,prison,neg,surreal,neg,True
1106,3,prison,neg,stephen king,neg,True
1106,4,anime,neg,funny,neg,True
1106,5,anime,neg,steven spielberg,neg,True
1692,1,space,pos,politics,neg,False
1692,2,harrison ford,neg,arnold schwarzenegger,neg,True
1692,3,harrison ford,neg,surreal,pos,False
1692,4,dystopia,neg,paris,neg,True
1692,5,dystopia,neg,heist,neg,True
6187,1,dvd,pos,paris,neg,False
6187,2,prison,neg,aliens,neg,True
6187,3,prison,neg,zombies,neg,True
6187,4,prison,neg,post apocalyptic,neg,True
6187,5,prison,neg,epic,neg,True
5307,1,superhero,pos,brad pitt,neg,False
5307,2,comic book,pos,history,neg,False
5307,3,marvel,neg,los angeles,neg,True
5307,4,marvel,neg,new york,neg,True
5307,5,marvel,neg,conspiracy,neg,True
7039,1,super-hero,neg,hilarious,neg,True
7039,2,sci-fi,neg,nudity (topless - brief),neg,True
7039,3,super-hero,neg,morgan freeman,neg,True
7039,4,sci-fi,neg,animation,neg,True
7039,5,sci-fi,neg,bruce willis,neg,True
1745,1,love,neg,dark,neg,True
1745,2,love,neg,black and white,neg,True
1745,3,love,neg,brad pitt,neg,True
1745,4,love,neg,predictable,neg,True
1745,5,love,neg,super-hero,neg,True
4520,1,japan,pos,religion,neg,False
4520,2,children,pos,heist,neg,False
4520,3,adventure,pos,quirky,neg,False
4520,4,fantasy,pos,fantasy,pos,True
4520,5,fun,pos,fun,pos,True
3096,1,space,neg,martial arts,neg,True
3096,2,space,neg,new york city,neg,True
3096,3,space,neg,sean connery,neg,True
3096,4,space,neg,underrated,neg,True
3096,5,space,neg,super-hero,neg,True
4937,1,black comedy,neg,funny,neg,True
4937,2,black comedy,neg,mental illness,neg,True
4937,3,black comedy,neg,johnny depp,neg,True
4937,4,black comedy,neg,dystopia,neg,True
4937,5,black comedy,neg,gay,neg,True
5376,1,superhero,pos,shakespeare,neg,False
5376,2,comic book,pos,suicide,neg,False
5376,3,marvel,pos,harrison ford,neg,False
5376,4,action,pos,action,pos,True
5376,5,dark,neg,dark,neg,True
6300,1,mafia,pos,epic,neg,False
6300,2,martin scorsese,neg,classic,neg,True
6300,3,mental illness,neg,zombies,neg,True
6300,4,mental illness,neg,quirky,neg,True
6300,5,martin scorsese,neg,africa,neg,True
133,1,film noir,pos,great soundtrack,neg,False
133,2,slow,pos,los angeles,pos,True
133,3,prison,neg,paris,neg,True
133,4,prison,neg,religion,neg,True
133,5,prison,neg,underrated,neg,True
6914,1,based on a book,neg,vampire,neg,True
6914,2,cannibalism,neg,clint eastwood,neg,True
6914,3,cannibalism,neg,racism,neg,True
6914,4,based on a book,neg,james bond,neg,True
6914,5,cannibalism,neg,post apocalyptic,neg,True
1604,1,overrated,pos,bruce willis,neg,False
1604,2,beautiful,neg,fairy tale,neg,True
1604,3,beautiful,neg,remake,neg,True
1604,4,beautiful,neg,nicolas cage,neg,True
1604,5,beautiful,neg,history,neg,True
1830,1,superhero,pos,depressing,neg,False
1830,2,comic book,pos,hilarious,neg,False
1830,3,marvel,pos,los angeles,neg,False
1830,4,action,pos,action,pos,True
1830,5,dark,neg,dark,neg,True
2155,1,space,neg,cars,neg,True
2155,2,space,neg,sean connery,neg,True
2155,3,space,neg,boring,pos,False
2155,4,harrison ford,pos,cute,neg,False
2155,5,dystopia,pos,war,neg,False
2614,1,superhero,pos,funny,neg,False
2614,2,super-hero,pos,bond,neg,False
2614,3,marvel,neg,death,neg,True
2614,4,marvel,neg,revenge,pos,False
2614,5,revenge,pos,revenge,pos,True
5106,1,prison,neg,musical,neg,True
5106,2,prison,neg,seen more than once,pos,False
5106,3,oscar (best picture),neg,british,pos,False
5106,4,dvd,neg,marvel,neg,True
5106,5,dvd,neg,parody,neg,True
3144,1,mental illness,pos,woody allen,neg,False
3144,2,brad pitt,pos,death,neg,False
3144,3,psychology,pos,love,neg,False
3144,4,organized crime,neg,organized crime,neg,True
3144,5,intense,pos,intense,pos,True
2135,1,thriller,pos,cult film,neg,False
2135,2,history,neg,chick flick,neg,True
2135,3,history,neg,super-hero,neg,True
2135,4,history,neg,los angeles,neg,True
2135,5,history,neg,death,neg,True
7996,1,space,neg,england,neg,True
7996,2,space,neg,hilarious,neg,True
7996,3,super-hero,neg,africa,neg,True
7996,4,super-hero,neg,beautiful,neg,True
7996,5,super-hero,neg,great movie,neg,True
2454,1,mafia,neg,nicolas cage,neg,True
2454,2,mafia,neg,france,neg,True
2454,3,mafia,neg,dark comedy,neg,True
2454,4,mafia,neg,super-hero,neg,True
2454,5,mafia,neg,london,neg,True
3828,1,world war ii,neg,gay,neg,True
3828,2,world war ii,neg,violent,neg,True
3828,3,world war ii,neg,twist ending,neg,True
3828,4,world war ii,neg,musical,neg,True
3828,5,world war ii,neg,dystopia,neg,True
1607,1,prison,neg,chick flick,neg,True
1607,2,prison,neg,violent,neg,True
1607,3,prison,neg,death,neg,True
1607,4,prison,neg,vampires,neg,True
1607,5,prison,neg,love,neg,True
2202,1,funny,pos,predictable,neg,False
2202,2,hilarious,neg,parody,neg,True
2202,3,hilarious,neg,los angeles,neg,True
2202,4,hilarious,neg,africa,neg,True
2202,5,hilarious,neg,bruce willis,neg,True
3424,1,morgan freeman,pos,sports,neg,False
3424,2,stephen king,pos,anime,neg,False
3424,3,based on a book,pos,boring,neg,False
3424,4,classic,pos,classic,pos,True
3424,5,great movie,pos,great movie,pos,True
6893,1,prison,neg,comic book,neg,True
6893,2,zombies,neg,remake,neg,True
6893,3,zombies,neg,holocaust,neg,True
6893,4,zombies,neg,documentary,neg,True
6893,5,zombies,neg,sad,neg,True
5543,1,prison,neg,marvel,neg,True
5543,2,prison,neg,tom hanks,neg,True
5543,3,prison,neg,dark comedy,neg,True
5543,4,prison,neg,racism,neg,True
5543,5,prison,neg,fantasy,pos,False
2987,1,super-hero,neg,disturbing,neg,True
2987,2,crime,neg,coming of age,neg,True
2987,3,children,neg,seen more than once,neg,True
2987,4,classic,pos,thriller,neg,False
2987,5,children,neg,fairy tale,neg,True
6253,1,dvd,pos,epic,neg,False
6253,2,prison,neg,post apocalyptic,neg,True
6253,3,prison,neg,nudity (topless),neg,True
6253,4,prison,neg,suicide,neg,True
6253,5,prison,neg,murder,neg,True
5604,1,future,pos,comedy,neg,False
5604,2,brad pitt,neg,suspense,neg,True
5604,3,brad pitt,neg,film noir,neg,True
5604,4,sci-fi,pos,high school,neg,False
5604,5,brad pitt,neg,teen,neg,True
2642,1,surreal,neg,heist,neg,True
2642,2,surreal,neg,romance,neg,True
2642,3,surreal,neg,robin williams,neg,True
2642,4,surreal,neg,nazis,neg,True
2642,5,surreal,neg,cute,neg,True
132,1,high school,pos,true story,neg,False
132,2,fun,neg,marvel,neg,True
132,3,fun,neg,crime,neg,True
132,4,fun,neg,history,neg,True
132,5,fun,neg,death,neg,True
7373,1,disney,pos,oscar (best actor),neg,False
7373,2,fairy tale,neg,sequel,neg,True
7373,3,fairy tale,neg,chick flick,neg,True
7373,4,fairy tale,neg,shakespeare,neg,True
7373,5,fairy tale,neg,cannibalism,neg,True
118,1,prison,neg,conspiracy,neg,True
118,2,prison,neg,marvel,neg,True
118,3,prison,neg,children,neg,True
118,4,prison,neg,family,neg,True
118,5,prison,neg,black comedy,neg,True
1332,1,spoof,pos,dystopia,neg,False
1332,2,hilarious,pos,time travel,pos,True
1332,3,hilarious,pos,organized crime,neg,False
1332,4,stupid,pos,sports,neg,False
1332,5,comedy,neg,comedy,neg,True
426,1,steven spielberg,neg,mystery,neg,True
426,2,steven spielberg,neg,sean connery,neg,True
426,3,steven spielberg,neg,british,neg,True
426,4,steven spielberg,neg,fun,neg,True
426,5,steven spielberg,neg,religion,neg,True
874,1,chick flick,neg,gay,pos,False
874,2,romance,neg,scary,neg,True
874,3,romance,neg,tom cruise,neg,True
874,4,romance,neg,tom hanks,neg,True
874,5,romance,neg,gay,pos,False
4049,1,steven spielberg,neg,satire,neg,True
4049,2,steven spielberg,neg,based on a book,neg,True
4049,3,martin scorsese,neg,dark,neg,True
4049,4,martin scorsese,neg,horror,neg,True
4049,5,steven spielberg,neg,coming of age,neg,True
3006,1,classic,neg,depressing,neg,True
3006,2,classic,neg,robin williams,neg,True
3006,3,classic,neg,nazis,neg,True
3006,4,classic,neg,japan,neg,True
3006,5,classic,neg,martial arts,neg,True
4495,1,dvd,pos,interesting,neg,False
4495,2,based on a book,neg,super-hero,neg,True
4495,3,prison,neg,mel gibson,neg,True
4495,4,prison,neg,documentary,neg,True
4495,5,based on a book,neg,memory,neg,True
3271,1,adventure,pos,war,pos,True
3271,2,adventure,pos,beautiful,neg,False
3271,3,drugs,neg,beautiful,neg,True
3271,4,drugs,neg,sequel,neg,True
3271,5,drugs,neg,murder,neg,True
3940,1,oscar (best actor),neg,documentary,neg,True
3940,2,gay,pos,mafia,neg,False
3940,3,seen more than once,pos,espionage,neg,False
3940,4,coming of age,neg,shakespeare,neg,True
3940,5,coming of age,neg,mafia,neg,True
702,1,super-hero,neg,suicide,neg,True
702,2,super-hero,neg,british,neg,True
702,3,super-hero,neg,nonlinear,neg,True
702,4,super-hero,neg,post apocalyptic,neg,True
702,5,super-hero,neg,prison,neg,True
7487,1,space,pos,gay,neg,False
7487,2,harrison ford,pos,serial killer,neg,False
7487,3,dystopia,neg,dark comedy,neg,True
7487,4,dystopia,neg,magic,neg,True
7487,5,dystopia,neg,horror,neg,True
3160,1,classic,neg,vampire,neg,True
3160,2,classic,neg,aliens,neg,True
3160,3,classic,neg,mafia,neg,True
3160,4,classic,neg,underrated,neg,True
3160,5,classic,neg,jim carrey,neg,True
6122,1,surreal,neg,thriller,neg,True
6122,2,surreal,neg,boring,neg,True
6122,3,surreal,neg,brad pitt,neg,True
6122,4,surreal,neg,chick flick,neg,True
6122,5,surreal,neg,family,neg,True
5868,1,space,neg,tom hanks,neg,True
5868,2,space,neg,great soundtrack,neg,True
5868,3,space,neg,woody allen,neg,True
5868,4,space,neg,martin scorsese,neg,True
5868,5,space,neg,funny,neg,True
2340,1,sci-fi,neg,historical,neg,True
2340,2,sci-fi,neg,musical,neg,True
2340,3,sci-fi,neg,anime,neg,True
2340,4,sci-fi,neg,post-apocalyptic,neg,True
2340,5,sci-fi,neg,biography,neg,True
2295,1,alfred hitchcock,pos,documentary,neg,False
2295,2,classic,pos,memory,neg,False
2295,3,thriller,pos,love,neg,False
2295,4,murder,neg,murder,neg,True
2295,5,black comedy,neg,black comedy,neg,True
747,1,sci-fi,neg,aliens,neg,True
747,2,sci-fi,neg,religion,neg,True
747,3,sci-fi,neg,arnold schwarzenegger,neg,True
747,4,sci-fi,neg,woody allen,neg,True
747,5,sci-fi,neg,heist,neg,True
7860,1,surreal,neg,classic,pos,False
7860,2,black comedy,pos,nazis,neg,False
7860,3,love,neg,james bond,neg,True
7860,4,love,neg,satire,neg,True
7860,5,love,neg,clint eastwood,neg,True
3345,1,crime,neg,conspiracy,neg,True
3345,2,japan,neg,alfred hitchcock,neg,True
3345,3,japan,neg,violence,neg,True
3345,4,japan,neg,oscar (best actor),neg,True
3345,5,japan,neg,murder,neg,True
2601,1,mel gibson,neg,holocaust,neg,True
2601,2,mel gibson,neg,drugs,neg,True
2601,3,mel gibson,neg,shakespeare,neg,True
2601,4,mel gibson,neg,funny,neg,True
2601,5,mel gibson,neg,based on a true story,neg,True
5699,1,film noir,pos,slow,pos,True
5699,2,film noir,pos,musical,neg,False
5699,3,boxing,neg,adventure,neg,True
5699,4,boxing,neg,new york,neg,True
5699,5,boxing,neg,fun,neg,True
6567,1,disney,pos,nudity (topless - brief),neg,False
6567,2,fairy tale,neg,woody allen,neg,True
6567,3,fairy tale,neg,chick flick,neg,True
6567,4,fairy tale,neg,anime,neg,True
6567,5,fairy tale,neg,ghosts,neg,True
1547,1,classic,neg,bond,neg,True
1547,2,classic,neg,vampires,neg,True
1547,3,classic,neg,predictable,neg,True
1547,4,classic,neg,death,neg,True
1547,5,classic,neg,religion,neg,True
4883,1,superhero,neg,suicide,neg,True
4883,2,superhero,neg,scary,neg,True
4883,3,superhero,neg,revenge,pos,False
4883,4,super-hero,pos,adventure,neg,False
4883,5,marvel,neg,british,neg,True
4425,1,prison,neg,espionage,pos,False
4425,2,oscar (best picture),neg,funny,neg,True
4425,3,oscar (best picture),neg,nudity (topless),neg,True
4425,4,oscar (best picture),neg,post apocalyptic,neg,True
4425,5,oscar (best picture),neg,musical,neg,True
4994,1,clint eastwood,pos,arnold schwarzenegger,neg,False
4994,2,sports,neg,james bond,neg,True
4994,3,sports,neg,great movie,neg,True
4994,4,sports,neg,based on a book,neg,True
4994,5,sports,neg,politics,neg,True
5592,1,superhero,pos,alfred hitchcock,neg,False
5592,2,super-hero,pos,sean connery,neg,False
5592,3,marvel,neg,cute,neg,True
5592,4,marvel,neg,based on a book,neg,True
5592,5,marvel,neg,dark,neg,True
7659,1,black comedy,neg,hilarious,neg,True
7659,2,black comedy,neg,future,neg,True
7659,3,black comedy,neg,post-apocalyptic,neg,True
7659,4,black comedy,neg,intense,neg,True
7659,5,black comedy,neg,dark comedy,pos,False
1718,1,prison,neg,oscar (best picture),neg,True
1718,2,anime,neg,zombies,neg,True
1718,3,prison,neg,morgan freeman,neg,True
1718,4,prison,neg,historical,pos,False
1718,5,mafia,neg,sports,neg,True
6030,1,morgan freeman,pos,london,neg,False
6030,2,stephen king,pos,nazis,neg,False
6030,3,based on a book,pos,james bond,neg,False
6030,4,classic,pos,classic,pos,True
6030,5,great movie,pos,great movie,pos,True
6256,1,teen,pos,biography,neg,False
6256,2,film noir,neg,overrated,pos,False
6256,3,fun,neg,black comedy,neg,True
6256,4,fun,neg,martin scorsese,neg,True
6256,5,fun,neg,oscar (best picture),neg,True
725,1,samuel l jackson,neg,fun,neg,True
725,2,samuel l jackson,neg,death,neg,True
725,3,samuel l jackson,neg,martial arts,neg,True
725,4,great soundtrack,pos,suspense,neg,False
725,5,nonlinear,neg,oscar (best picture),neg,True
258,1,prison,neg,johnny depp,neg,True
258,2,prison,neg,nudity (topless - brief),neg,True
258,3,prison,neg,high school,neg,True
258,4,prison,neg,based on a true story,neg,True
258,5,prison,neg,cars,neg,True
6812,1,matt damon,pos,sports,neg,False
6812,2,action,pos,hilarious,neg,False
6812,3,james bond,neg,disney,neg,True
6812,4,james bond,neg,fantasy,neg,True
6812,5,james bond,neg,horror,neg,True
5578,1,super-hero,neg,fantasy,neg,True
5578,2,super-hero,neg,dvd,neg,True
5578,3,super-hero,neg,girlie movie,neg,True
5578,4,super-hero,neg,british,neg,True
5578,5,super-hero,neg,family,neg,True
1410,1,sci-fi,neg,tom hanks,neg,True
1410,2,sci-fi,neg,vampire,neg,True
1410,3,sci-fi,neg,parody,neg,True
1410,4,sci-fi,neg,christmas,neg,True
1410,5,harrison ford,pos,oscar (best picture),neg,False
1294,1,funny,neg,steven spielberg,neg,True
1294,2,teen,pos,black comedy,neg,False
1294,3,film noir,neg,france,neg,True
1294,4,film noir,neg,comic book,neg,True
1294,5,film noir,neg,time travel,neg,True
2305,1,war,neg,crime,neg,True
2305,2,black comedy,neg,twist ending,neg,True
2305,3,war,neg,horror,neg,True
2305,4,war,neg,psychology,neg,True
2305,5,black comedy,neg,scary,neg,True
3491,1,mafia,pos,fairy tale,neg,False
3491,2,organized crime,neg,007,neg,True
3491,3,organized crime,neg,matt damon,neg,True
3491,4,organized crime,neg,vampires,neg,True
3491,5,organized crime,neg,animation,neg,True
5739,1,prison,neg,dystopia,neg,True
5739,2,prison,neg,religion,neg,True
5739,3,prison,neg,samuel l jackson,neg,True
5739,4,prison,neg,beautiful,neg,True
5739,5,prison,neg,post-apocalyptic,neg,True
6350,1,organized crime,pos,alfred hitchcock,neg,False
6350,2,martin scorsese,neg,mel gibson,neg,True
6350,3,martin scorsese,neg,overrated,pos,False
6350,4,classic,pos,aliens,neg,False
6350,5,new york city,pos,new york city,pos,True
3624,1,nazis,neg,black comedy,neg,True
3624,2,nazis,neg,los angeles,neg,True
3624,3,nazis,neg,anime,neg,True
3624,4,nazis,neg,children,neg,True
3624,5,nazis,neg,scary,neg,True
2592,1,prison,neg,comic book,neg,True
2592,2,prison,neg,based on a true story,neg,True
2592,3,prison,neg,disney,neg,True
2592,4,prison,neg,boring,neg,True
2592,5,prison,neg,mafia,neg,True
2763,1,super-hero,neg,depressing,neg,True
2763,2,super-hero,neg,post apocalyptic,neg,True
2763,3,super-hero,neg,organized crime,neg,True
2763,4,super-hero,neg,nicolas cage,neg,True
2763,5,super-hero,neg,coming of age,neg,True
3580,1,sci-fi,neg,action,neg,True
3580,2,sci-fi,neg,seen more than once,neg,True
3580,3,sci-fi,neg,disturbing,pos,False
3580,4,post apocalyptic,neg,brad pitt,neg,True
3580,5,post apocalyptic,neg,slow,neg,True
1109,1,paris,pos,baseball,neg,False
1109,2,romance,pos,interesting,neg,False
1109,3,cute,pos,samuel l jackson,neg,False
1109,4,love,pos,love,pos,True
