user_id,step,critiquing_keyphrase,critique_polarity,clarification_keyphrase,clarification_polarity,accept_clarification
1006,2,history,neg,historical,neg,True
1006,3,history,neg,biography,pos,False
1006,4,holocaust,neg,biography,pos,False
1006,5,true story,pos,drama,neg,False
6346,1,sci-fi,neg,future,neg,True
6346,2,harrison ford,pos,thriller,neg,False
6346,3,holocaust,neg,biography,neg,True
6346,4,holocaust,neg,sad,neg,True
6346,5,holocaust,neg,death,neg,True
2571,1,prison,neg,violence,neg,True
2571,2,prison,neg,crime,neg,True
2571,3,prison,neg,mafia,neg,True
2571,4,prison,neg,violent,neg,True
2571,5,prison,neg,organized crime,neg,True
1474,1,hitchcock,pos,alfred hitchcock,pos,True
1474,2,prison,neg,violence,neg,True
1474,3,prison,neg,crime,neg,True
1474,4,prison,neg,mafia,neg,True
1474,5,prison,neg,violent,neg,True
4413,1,funny,pos,comedy,pos,True
4413,2,funny,pos,fun,neg,False
4413,3,hilarious,pos,fun,neg,False
4413,4,satire,neg,overrated,neg,True
4413,5,satire,neg,quirky,neg,True
1402,1,zombies,neg,vampire,neg,True
1402,2,zombies,neg,vampires,neg,True
1402,3,surreal,neg,quirky,pos,False
1402,4,zombies,neg,cannibalism,neg,True
1402,5,zombies,neg,serial killer,neg,True
7935,1,superhero,pos,comic book,pos,True
7935,2,superhero,pos,marvel,neg,False
7935,3,marvel,neg,remake,neg,True
7935,4,marvel,neg,super-hero,pos,False
7935,5,action,pos,steven spielberg,neg,False
5587,1,based on a book,pos,love,neg,False
5587,2,adventure,pos,super-hero,neg,False
5587,3,magic,pos,fairy tale,neg,False
5587,4,epic,pos,epic,pos,True
5587,5,overrated,pos,overrated,pos,True
7710,1,mafia,neg,thriller,neg,True
7710,2,depressing,neg,nonlinear,neg,True
7710,3,depressing,neg,racism,neg,True
7710,4,mental illness,neg,psychology,neg,True
7710,5,depressing,neg,politics,neg,True
2746,1,france,pos,london,neg,False
2746,2,romance,neg,chick flick,neg,True
2746,3,romance,neg,girlie movie,neg,True
2746,4,romance,neg,cute,neg,True
2746,5,romance,neg,family,neg,True
1482,1,mel gibson,neg,harrison ford,neg,True
1482,2,twist ending,neg,matt damon,neg,True
1482,3,twist ending,neg,predictable,neg,True
1482,4,twist ending,neg,overrated,neg,True
1482,5,girlie movie,pos,chick flick,pos,True
2892,1,anime,neg,japan,pos,False
2892,2,slow,neg,beautiful,neg,True
2892,3,steven spielberg,neg,action,neg,True
2892,4,twist ending,neg,matt damon,neg,True
2892,5,steven spielberg,neg,tom cruise,pos,False
4019,1,prison,neg,violence,neg,True
4019,2,prison,neg,crime,neg,True
4019,3,prison,neg,mafia,neg,True
4019,4,prison,neg,violent,neg,True
4019,5,prison,neg,organized crime,neg,True
2928,1,sci-fi,pos,future,neg,False
2928,2,harrison ford,neg,thriller,neg,True
2928,3,harrison ford,neg,steven spielberg,neg,True
2928,4,harrison ford,neg,tom hanks,neg,True
2928,5,harrison ford,neg,mel gibson,neg,True
199,1,depressing,pos,nonlinear,neg,False
199,2,johnny depp,neg,dark,pos,False
199,3,dark,pos,overrated,neg,False
199,4,intense,neg,intense,neg,True
199,5,crime,neg,crime,neg,True
2804,1,mental illness,neg,psychology,neg,True
2804,2,mental illness,neg,nonlinear,pos,False
2804,3,brad pitt,neg,jim carrey,neg,True
2804,4,brad pitt,neg,tom cruise,neg,True
2804,5,brad pitt,neg,morgan freeman,neg,True
5624,1,based on a book,pos,love,neg,False
5624,2,adventure,pos,super-hero,neg,False
5624,3,magic,pos,fairy tale,neg,False
5624,4,epic,pos,epic,pos,True
5624,5,overrated,pos,overrated,pos,True
6398,1,space,neg,future,neg,True
6398,2,space,neg,sci-fi,neg,True
6398,3,dvd,neg,steven spielberg,neg,True
6398,4,dvd,neg,epic,neg,True
6398,5,dvd,neg,action,neg,True
6780,1,sci-fi,pos,future,neg,False
6780,2,harrison ford,neg,thriller,neg,True
6780,3,harrison ford,neg,steven spielberg,neg,True
6780,4,harrison ford,neg,tom hanks,neg,True
6780,5,harrison ford,neg,mel gibson,neg,True
658,1,overrated,neg,dark,neg,True
658,2,overrated,neg,violent,neg,True
658,3,overrated,neg,tom cruise,neg,True
658,4,overrated,neg,fun,neg,True
658,5,overrated,neg,nazis,neg,True
5595,1,zombies,neg,vampire,neg,True
5595,2,zombies,neg,vampires,neg,True
5595,3,zombies,neg,cannibalism,neg,True
5595,4,zombies,neg,serial killer,neg,True
5595,5,prison,neg,violence,neg,True
837,1,horror,pos,ghosts,neg,False
837,2,england,neg,london,neg,True
837,3,england,neg,sad,neg,True
837,4,england,neg,based on a true story,neg,True
837,5,england,neg,france,neg,True
6831,1,ghosts,neg,horror,neg,True
6831,2,ghosts,neg,stephen king,neg,True
6831,3,ghosts,neg,scary,neg,True
6831,4,ghosts,neg,vampire,neg,True
6831,5,ghosts,neg,cult film,neg,True
6911,1,future,pos,space,neg,False
6911,2,sci-fi,pos,epic,neg,False
6911,3,post apocalyptic,neg,dystopia,pos,False
6911,4,arnold schwarzenegger,pos,arnold schwarzenegger,pos,True
6911,5,space,neg,space,neg,True
617,1,depressing,neg,nonlinear,neg,True
617,2,depressing,neg,racism,neg,True
617,3,depressing,neg,politics,neg,True
617,4,surreal,neg,quirky,pos,False
617,5,depressing,neg,beautiful,neg,True
2273,1,love,neg,based on a book,neg,True
2273,2,prison,neg,violence,neg,True
2273,3,prison,neg,crime,neg,True
2273,4,france,neg,london,neg,True
2273,5,france,neg,love,neg,True
3777,1,prison,neg,violence,neg,True
3777,2,prison,neg,crime,neg,True
3777,3,prison,neg,mafia,neg,True
3777,4,prison,neg,violent,neg,True
3777,5,prison,neg,organized crime,neg,True
5053,1,high school,pos,teen,pos,True
5053,2,mel gibson,neg,harrison ford,neg,True
5053,3,mel gibson,neg,thriller,neg,True
5053,4,mel gibson,neg,space,neg,True
5053,5,mel gibson,neg,action,neg,True
6472,1,space,pos,future,neg,False
6472,2,harrison ford,pos,thriller,neg,False
6472,3,dystopia,neg,aliens,neg,True
6472,4,dystopia,neg,robots,pos,False
6472,5,action,pos,action,pos,True
7562,1,prison,neg,violence,neg,True
7562,2,prison,neg,crime,neg,True
7562,3,prison,neg,mafia,neg,True
7562,4,prison,neg,violent,neg,True
7562,5,prison,neg,organized crime,neg,True
4788,1,matt damon,pos,morgan freeman,neg,False
4788,2,brad pitt,pos,jim carrey,neg,False
4788,3,crime,pos,steven spielberg,neg,False
4788,4,remake,pos,remake,pos,True
4788,5,cars,neg,cars,neg,True
1106,1,prison,neg,violence,neg,True
1106,2,anime,neg,japan,pos,False
1106,3,slow,neg,beautiful,neg,True
1106,4,prison,neg,crime,neg,True
1106,5,prison,neg,mafia,neg,True
1692,1,space,pos,future,pos,True
1692,2,space,pos,sci-fi,pos,True
1692,3,prison,neg,violence,neg,True
1692,4,prison,neg,crime,neg,True
1692,5,prison,neg,mafia,neg,True
6187,1,dvd,pos,steven spielberg,neg,False
6187,2,prison,neg,violence,pos,False
6187,3,fantasy,neg,adventure,neg,True
6187,4,fantasy,neg,fun,neg,True
6187,5,fantasy,neg,animation,neg,True
5307,1,superhero,pos,comic book,pos,True
5307,2,superhero,pos,marvel,neg,False
5307,3,marvel,neg,remake,neg,True
5307,4,marvel,neg,super-hero,pos,False
5307,5,action,pos,steven spielberg,neg,False
7039,1,super-hero,neg,adventure,neg,True
7039,2,super-hero,neg,action,pos,False
7039,3,sci-fi,neg,future,neg,True
7039,4,sci-fi,neg,epic,neg,True
7039,5,sci-fi,neg,action,pos,False
1745,1,love,neg,based on a book,neg,True
1745,2,love,neg,fun,neg,True
1745,3,love,neg,matt damon,neg,True
1745,4,love,neg,france,neg,True
1745,5,love,neg,cute,neg,True
4520,1,japan,pos,anime,pos,True
4520,2,fantasy,pos,adventure,pos,True
4520,3,fantasy,pos,fun,pos,True
4520,4,fantasy,pos,animation,neg,False
4520,5,animation,neg,fairy tale,neg,True
3096,1,space,neg,future,pos,False
3096,2,harrison ford,pos,thriller,neg,False
3096,3,dystopia,pos,aliens,neg,False
3096,4,action,neg,action,neg,True
3096,5,sequel,neg,sequel,neg,True
4937,1,black comedy,neg,new york,neg,True
4937,2,black comedy,neg,dark comedy,pos,False
4937,3,satire,neg,overrated,neg,True
4937,4,satire,neg,hilarious,neg,True
4937,5,satire,neg,quirky,neg,True
5376,1,superhero,pos,comic book,pos,True
5376,2,superhero,pos,marvel,pos,True
5376,3,superhero,pos,super-hero,pos,True
5376,4,new york city,neg,new york,pos,False
5376,5,woody allen,neg,black and white,neg,True
6300,1,mafia,pos,thriller,neg,False
6300,2,martin scorsese,neg,slow,neg,True
6300,3,martin scorsese,neg,prison,neg,True
6300,4,mental illness,neg,psychology,neg,True
6300,5,martin scorsese,neg,film noir,neg,True
133,1,film noir,pos,classic,pos,True
133,2,film noir,pos,alfred hitchcock,neg,False
133,3,slow,pos,beautiful,neg,False
133,4,boxing,neg,police,neg,True
133,5,boxing,neg,sports,neg,True
6914,1,based on a book,neg,love,neg,True
6914,2,true story,neg,historical,neg,True
6914,3,true story,neg,drama,neg,True
6914,4,true story,neg,crime,neg,True
6914,5,true story,neg,nazis,neg,True
1604,1,overrated,pos,dark,neg,False
1604,2,beautiful,neg,slow,neg,True
1604,3,beautiful,neg,nazis,neg,True
1604,4,beautiful,neg,depressing,neg,True
1604,5,beautiful,neg,dark,neg,True
1830,1,superhero,pos,comic book,pos,True
1830,2,superhero,pos,marvel,pos,True
1830,3,superhero,pos,super-hero,pos,True
1830,4,adventure,neg,fun,neg,True
1830,5,new york city,neg,new york,pos,False
2155,1,space,neg,future,pos,False
2155,2,harrison ford,pos,thriller,neg,False
2155,3,dystopia,pos,aliens,neg,False
2155,4,action,neg,action,neg,True
2155,5,sequel,neg,sequel,neg,True
2614,1,superhero,pos,comic book,pos,True
2614,2,superhero,pos,marvel,neg,False
2614,3,marvel,neg,remake,neg,True
2614,4,marvel,neg,super-hero,pos,False
2614,5,action,pos,steven spielberg,neg,False
5106,1,prison,neg,violence,neg,True
5106,2,morgan freeman,neg,brad pitt,neg,True
5106,3,dvd,neg,steven spielberg,neg,True
5106,4,dvd,neg,epic,neg,True
5106,5,dvd,neg,action,neg,True
3144,1,mental illness,pos,psychology,pos,True
3144,2,mental illness,pos,nonlinear,neg,False
3144,3,brad pitt,pos,jim carrey,neg,False
3144,4,organized crime,neg,violent,neg,True
3144,5,organized crime,neg,violence,pos,False
2135,1,thriller,pos,harrison ford,neg,False
2135,2,history,neg,world war ii,neg,True
2135,3,history,neg,historical,neg,True
2135,4,history,neg,biography,neg,True
2135,5,history,neg,war,neg,True
7996,1,space,neg,future,neg,True
7996,2,super-hero,neg,adventure,neg,True
7996,3,super-hero,neg,action,pos,False
7996,4,sci-fi,neg,epic,neg,True
7996,5,sci-fi,neg,action,pos,False
2454,1,mafia,neg,thriller,neg,True
2454,2,mafia,neg,crime,neg,True
2454,3,mafia,neg,drama,neg,True
2454,4,mafia,neg,violent,neg,True
2454,5,mafia,neg,organized crime,neg,True
3828,1,world war ii,neg,history,neg,True
3828,2,world war ii,neg,clint eastwood,neg,True
3828,3,world war ii,neg,biography,neg,True
3828,4,world war ii,neg,sean connery,neg,True
3828,5,world war ii,neg,historical,neg,True
1607,1,prison,neg,violence,neg,True
1607,2,prison,neg,crime,neg,True
1607,3,prison,neg,mafia,neg,True
1607,4,prison,neg,violent,neg,True
1607,5,prison,neg,organized crime,neg,True
2202,1,funny,pos,comedy,pos,True
2202,2,funny,pos,fun,neg,False
2202,3,hilarious,neg,fun,neg,True
2202,4,hilarious,neg,tom hanks,neg,True
2202,5,hilarious,neg,seen more than once,neg,True
3424,1,morgan freeman,pos,brad pitt,neg,False
3424,2,stephen king,pos,ghosts,neg,False
3424,3,based on a book,pos,love,neg,False
3424,4,classic,pos,classic,pos,True
3424,5,great movie,pos,great movie,pos,True
6893,1,prison,neg,violence,neg,True
6893,2,prison,neg,crime,neg,True
6893,3,zombies,neg,vampire,neg,True
6893,4,prison,neg,mafia,neg,True
6893,5,prison,neg,violent,neg,True
5543,1,prison,neg,violence,neg,True
5543,2,prison,neg,crime,neg,True
5543,3,prison,neg,mafia,neg,True
5543,4,prison,neg,violent,neg,True
5543,5,prison,neg,organized crime,neg,True
2987,1,super-hero,neg,adventure,neg,True
2987,2,crime,neg,steven spielberg,neg,True
2987,3,zombies,neg,vampire,neg,True
2987,4,classic,pos,oscar (best picture),neg,False
2987,5,children,neg,animation,neg,True
6253,1,dvd,pos,steven spielberg,neg,False
6253,2,prison,neg,violence,neg,True
6253,3,prison,neg,crime,neg,True
6253,4,prison,neg,mafia,neg,True
6253,5,prison,neg,violent,neg,True
5604,1,future,pos,space,neg,False
5604,2,brad pitt,neg,jim carrey,neg,True
5604,3,sci-fi,pos,epic,neg,False
5604,4,post apocalyptic,neg,dystopia,pos,False
5604,5,brad pitt,neg,brad pitt,neg,True
2642,1,surreal,neg,quirky,pos,False
2642,2,black comedy,neg,new york,pos,False
2642,3,love,pos,based on a book,neg,False
2642,4,dark comedy,neg,dark comedy,neg,True
2642,5,jim carrey,neg,jim carrey,neg,True
132,1,high school,pos,teen,pos,True
132,2,dvd,neg,steven spielberg,neg,True
132,3,mel gibson,neg,harrison ford,neg,True
132,4,mel gibson,neg,thriller,neg,True
132,5,mel gibson,neg,space,neg,True
7373,1,disney,pos,animation,pos,True
7373,2,family,neg,cute,neg,True
7373,3,family,neg,children,neg,True
7373,4,family,neg,magic,neg,True
7373,5,family,neg,romance,neg,True
118,1,prison,neg,violence,neg,True
118,2,prison,neg,crime,neg,True
118,3,prison,neg,mafia,neg,True
118,4,prison,neg,violent,neg,True
118,5,prison,neg,organized crime,neg,True
1332,1,spoof,pos,parody,pos,True
1332,2,fun,neg,adventure,neg,True
1332,3,fun,neg,fantasy,neg,True
1332,4,fun,neg,funny,neg,True
1332,5,fun,neg,comedy,neg,True
426,1,steven spielberg,neg,action,neg,True
426,2,steven spielberg,neg,tom cruise,pos,False
426,3,future,neg,space,neg,True
426,4,future,neg,sci-fi,pos,False
426,5,remake,pos,marvel,neg,False
874,1,chick flick,neg,girlie movie,pos,False
874,2,romance,neg,girlie movie,pos,False
874,3,suicide,pos,drugs,neg,False
874,4,new york city,neg,new york city,neg,True
874,5,drama,neg,drama,neg,True
4049,1,steven spielberg,neg,action,neg,True
4049,2,steven spielberg,neg,tom cruise,pos,False
4049,3,future,neg,space,neg,True
4049,4,future,neg,sci-fi,pos,False
4049,5,remake,pos,marvel,neg,False
3006,1,classic,neg,oscar (best picture),pos,False
3006,2,oscar (best actor),neg,oscar (best picture),pos,False
3006,3,war,pos,nazis,neg,False
3006,4,mental illness,neg,mental illness,neg,True
3006,5,mafia,neg,mafia,neg,True
4495,1,dvd,pos,steven spielberg,neg,False
4495,2,based on a book,neg,love,neg,True
4495,3,based on a book,neg,magic,neg,True
4495,4,prison,neg,violence,pos,False
4495,5,fantasy,neg,adventure,neg,True
3271,1,adventure,pos,super-hero,neg,False
3271,2,drugs,neg,suicide,neg,True
3271,3,drugs,neg,los angeles,neg,True
3271,4,drugs,neg,documentary,neg,True
3271,5,drugs,neg,black comedy,neg,True
3940,1,oscar (best actor),neg,oscar (best picture),neg,True
3940,2,oscar (best actor),neg,classic,neg,True
3940,3,gay,pos,lesbian,pos,True
3940,4,oscar (best actor),neg,drama,neg,True
3940,5,oscar (best actor),neg,mafia,neg,True
702,1,super-hero,neg,adventure,pos,False
702,2,adventure,pos,fun,neg,False
702,3,sci-fi,pos,future,neg,False
702,4,dvd,neg,dvd,neg,True
702,5,harrison ford,neg,harrison ford,neg,True
7487,1,space,pos,future,neg,False
7487,2,harrison ford,pos,thriller,neg,False
7487,3,dystopia,neg,aliens,neg,True
7487,4,dystopia,neg,robots,pos,False
7487,5,action,pos,action,pos,True
3160,1,classic,neg,oscar (best picture),pos,False
3160,2,oscar (best actor),pos,oscar (best picture),pos,True
3160,3,space,neg,future,neg,True
3160,4,holocaust,neg,biography,neg,True
3160,5,holocaust,neg,sad,neg,True
6122,1,surreal,neg,quirky,pos,False
6122,2,black comedy,pos,new york,neg,False
6122,3,love,neg,based on a book,neg,True
6122,4,love,neg,fun,neg,True
6122,5,love,neg,matt damon,neg,True
5868,1,space,neg,future,neg,True
5868,2,space,neg,sci-fi,pos,False
5868,3,harrison ford,neg,thriller,neg,True
5868,4,harrison ford,neg,steven spielberg,neg,True
5868,5,harrison ford,neg,tom hanks,neg,True
2340,1,sci-fi,neg,future,neg,True
2340,2,sci-fi,neg,epic,neg,True
2340,3,sci-fi,neg,action,pos,False
2340,4,nazis,neg,war,neg,True
2340,5,nazis,neg,violent,neg,True
2295,1,alfred hitchcock,pos,hitchcock,pos,True
2295,2,prison,neg,violence,neg,True
2295,3,prison,neg,crime,neg,True
2295,4,prison,neg,mafia,neg,True
2295,5,prison,neg,violent,neg,True
747,1,sci-fi,neg,future,neg,True
747,2,sci-fi,neg,epic,neg,True
747,3,sci-fi,neg,action,pos,False
747,4,super-hero,neg,adventure,neg,True
747,5,super-hero,neg,action,pos,False
7860,1,surreal,neg,quirky,pos,False
7860,2,black comedy,pos,new york,neg,False
7860,3,love,neg,based on a book,neg,True
7860,4,love,neg,fun,neg,True
7860,5,love,neg,matt damon,neg,True
3345,1,crime,neg,steven spielberg,neg,True
3345,2,fantasy,neg,adventure,neg,True
3345,3,japan,neg,anime,neg,True
3345,4,funny,neg,comedy,neg,True
3345,5,space,neg,future,neg,True
2601,1,mel gibson,neg,harrison ford,neg,True
2601,2,dvd,pos,steven spielberg,neg,False
2601,3,mel gibson,neg,thriller,neg,True
2601,4,mel gibson,neg,space,neg,True
2601,5,mel gibson,neg,action,pos,False
5699,1,film noir,pos,classic,pos,True
5699,2,film noir,pos,alfred hitchcock,neg,False
5699,3,slow,pos,beautiful,neg,False
5699,4,boxing,neg,police,neg,True
5699,5,boxing,neg,sports,neg,True
6567,1,disney,pos,animation,pos,True
6567,2,family,neg,cute,neg,True
6567,3,family,neg,children,neg,True
6567,4,family,neg,magic,neg,True
6567,5,family,neg,romance,neg,True
1547,1,classic,neg,oscar (best picture),pos,False
1547,2,oscar (best actor),neg,oscar (best picture),pos,False
1547,3,war,pos,nazis,neg,False
1547,4,mental illness,neg,mental illness,neg,True
1547,5,mafia,neg,mafia,neg,True
4883,1,superhero,neg,comic book,pos,False
4883,2,super-hero,pos,adventure,neg,False
4883,3,marvel,neg,comic book,pos,False
4883,4,revenge,pos,revenge,pos,True
4883,5,action,pos,action,pos,True
4425,1,prison,neg,violence,neg,True
4425,2,prison,neg,crime,neg,True
4425,3,prison,neg,mafia,neg,True
4425,4,prison,neg,violent,neg,True
4425,5,prison,neg,organized crime,neg,True
4994,1,clint eastwood,pos,world war ii,neg,False
4994,2,sports,neg,baseball,neg,True
4994,3,sports,neg,teen,neg,True
4994,4,sports,neg,high school,neg,True
4994,5,sports,neg,christmas,neg,True
5592,1,superhero,pos,comic book,pos,True
5592,2,superhero,pos,marvel,neg,False
5592,3,marvel,neg,remake,neg,True
5592,4,marvel,neg,super-hero,pos,False
5592,5,action,pos,steven spielberg,neg,False
7659,1,black comedy,neg,new york,neg,True
7659,2,black comedy,neg,dark comedy,pos,False
7659,3,satire,neg,overrated,neg,True
7659,4,satire,neg,hilarious,neg,True
7659,5,satire,neg,quirky,neg,True
1718,1,prison,neg,violence,neg,True
1718,2,prison,neg,crime,neg,True
1718,3,prison,neg,mafia,neg,True
1718,4,prison,neg,violent,neg,True
1718,5,prison,neg,organized crime,neg,True
6030,1,morgan freeman,pos,brad pitt,neg,False
6030,2,stephen king,pos,ghosts,neg,False
6030,3,based on a book,pos,love,neg,False
6030,4,classic,pos,classic,pos,True
6030,5,great movie,pos,great movie,pos,True
6256,1,teen,pos,high school,pos,True
6256,2,funny,neg,comedy,pos,False
6256,3,samuel l jackson,neg,bruce willis,neg,True
6256,4,samuel l jackson,neg,terrorism,neg,True
6256,5,samuel l jackson,neg,morgan freeman,neg,True
725,1,samuel l jackson,neg,bruce willis,neg,True
725,2,samuel l jackson,neg,terrorism,neg,True
725,3,samuel l jackson,neg,morgan freeman,neg,True
725,4,samuel l jackson,neg,nicolas cage,neg,True
725,5,samuel l jackson,neg,predictable,neg,True
258,1,prison,neg,violence,neg,True
258,2,prison,neg,crime,neg,True
258,3,prison,neg,mafia,neg,True
258,4,prison,neg,violent,neg,True
258,5,prison,neg,organized crime,neg,True
6812,1,matt damon,pos,morgan freeman,neg,False
6812,2,action,pos,steven spielberg,neg,False
6812,3,james bond,neg,bond,neg,True
6812,4,james bond,neg,007,neg,True
6812,5,james bond,neg,sean connery,neg,True
5578,1,super-hero,neg,adventure,neg,True
5578,2,super-hero,neg,action,pos,False
5578,3,sci-fi,neg,future,neg,True
5578,4,sci-fi,neg,epic,neg,True
5578,5,sci-fi,neg,action,pos,False
1410,1,sci-fi,neg,future,neg,True
1410,2,sci-fi,neg,epic,neg,True
1410,3,sci-fi,neg,action,neg,True
1410,4,harrison ford,pos,thriller,neg,False
1410,5,holocaust,neg,biography,neg,True
1294,1,funny,neg,comedy,pos,False
1294,2,teen,pos,high school,pos,True
1294,3,samuel l jackson,neg,bruce willis,neg,True
1294,4,samuel l jackson,neg,terrorism,neg,True
1294,5,samuel l jackson,neg,morgan freeman,neg,True
2305,1,war,neg,nazis,neg,True
2305,2,black comedy,neg,new york,neg,True
2305,3,black comedy,neg,dark comedy,pos,False
2305,4,prison,neg,violence,neg,True
2305,5,war,neg,violent,neg,True
3491,1,mafia,pos,thriller,neg,False
3491,2,organized crime,neg,violent,pos,False
3491,3,remake,neg,marvel,neg,True
3491,4,remake,neg,predictable,neg,True
3491,5,remake,neg,cars,neg,True
5739,1,prison,neg,violence,neg,True
5739,2,prison,neg,crime,neg,True
5739,3,prison,neg,mafia,neg,True
5739,4,prison,neg,violent,neg,True
5739,5,prison,neg,organized crime,neg,True
6350,1,organized crime,pos,violent,neg,False
6350,2,martin scorsese,neg,slow,neg,True
6350,3,martin scorsese,neg,prison,neg,True
6350,4,martin scorsese,neg,film noir,neg,True
6350,5,martin scorsese,neg,violence,neg,True
3624,1,nazis,neg,war,neg,True
3624,2,nazis,neg,violent,neg,True
3624,3,nazis,neg,overrated,pos,False
3624,4,fantasy,neg,adventure,neg,True
3624,5,fantasy,neg,fun,neg,True
2592,1,prison,neg,violence,neg,True
2592,2,prison,neg,crime,neg,True
2592,3,prison,neg,mafia,neg,True
2592,4,prison,neg,violent,neg,True
2592,5,prison,neg,organized crime,neg,True
2763,1,super-hero,neg,adventure,neg,True
2763,2,super-hero,neg,action,pos,False
2763,3,sci-fi,neg,future,neg,True
2763,4,sci-fi,neg,epic,neg,True
2763,5,sci-fi,neg,action,pos,False
3580,1,sci-fi,neg,future,neg,True
3580,2,sci-fi,neg,epic,neg,True
3580,3,sci-fi,neg,action,neg,True
3580,4,sci-fi,neg,steven spielberg,neg,True
3580,5,sci-fi,neg,space,neg,True
1109,1,paris,pos,london,neg,False
1109,2,romance,pos,chick flick,neg,False
1109,3,cute,pos,magic,neg,False
1109,4,love,pos,love,pos,True
1109,5,cars,neg,cars,neg,True
7150,1,dvd,neg,steven spielberg,neg,True
7150,2,dvd,neg,epic,neg,True
7150,3,dvd,neg,action,neg,True
7150,4,dvd,neg,tom cruise,neg,True
7150,5,dvd,neg,tom hanks,neg,True
1130,1,twist ending,neg,matt damon,neg,True
1130,2,twist ending,neg,predictable,neg,True
1130,3,twist ending,neg,overrated,neg,True
1130,4,twist ending,neg,terrorism,neg,True
1130,5,twist ending,neg,johnny depp,neg,True
2746,1,france,pos,london,neg,False
