user_id,step,critiquing_keyphrase,critique_polarity,clarification_keyphrase,clarification_polarity,accept_clarification,expert_keyphrase
837,5,horror,pos,terrorism,neg,False,zombies
6831,1,mystery,neg,alfred hitchcock,neg,True,twist ending
6831,2,memory,neg,superhero,neg,True,twist ending
6831,3,nonlinear,neg,based on a true story,neg,True,twist ending
6831,4,ghosts,neg,drugs,neg,True,twist ending
6831,5,scary,neg,new york city,neg,True,twist ending
6911,1,dystopia,pos,alfred hitchcock,neg,False,robots
6911,2,space,neg,overrated,neg,True,robots
6911,3,future,pos,intense,neg,False,robots
6911,4,arnold schwarzenegger,pos,los angeles,neg,False,robots
6911,5,post apocalyptic,neg,post apocalyptic,neg,True,robots
617,1,crime,neg,sad,neg,True,quirky
617,2,jim carrey,neg,woody allen,neg,True,quirky
617,3,seen more than once,neg,stupid,neg,True,quirky
617,4,surreal,neg,jim carrey,neg,True,quirky
617,5,disturbing,neg,sci-fi,neg,True,drugs
2273,1,overrated,neg,true story,neg,True,drama
2273,2,prison,neg,music,neg,True,drama
2273,3,hilarious,neg,black and white,neg,True,comedy
2273,4,violent,neg,fairy tale,neg,True,drama
2273,5,surreal,neg,girlie movie,neg,True,romance
3777,1,dvd,neg,mystery,neg,True,classic
3777,2,based on a book,pos,underrated,neg,False,classic
3777,3,mafia,neg,boxing,neg,True,classic
3777,4,stephen king,neg,gay,neg,True,classic
3777,5,prison,neg,mental illness,neg,True,classic
5053,1,time travel,neg,super-hero,neg,True,teen
5053,2,nudity (topless),neg,cute,neg,True,teen
5053,3,robin williams,neg,horror,neg,True,teen
5053,4,high school,pos,sequel,neg,False,teen
5053,5,shakespeare,neg,violent,neg,True,teen
6472,1,dvd,pos,suspense,neg,False,sci-fi
6472,2,sequel,pos,thriller,neg,False,sci-fi
6472,3,space,pos,surreal,neg,False,sci-fi
6472,4,robots,pos,robots,pos,True,sci-fi
6472,5,action,pos,action,pos,True,sci-fi
7562,1,dvd,neg,gay,neg,True,classic
7562,2,based on a book,neg,police,neg,True,classic
7562,3,morgan freeman,neg,predictable,neg,True,classic
7562,4,prison,neg,new york,neg,True,classic
7562,5,stephen king,neg,harrison ford,neg,True,classic
4788,1,based on a true story,neg,vampire,neg,True,heist
4788,2,cars,neg,england,neg,True,heist
4788,3,london,neg,love,neg,True,heist
4788,4,matt damon,pos,zombies,neg,False,heist
4788,5,suspense,neg,depressing,neg,True,heist
1106,1,overrated,neg,france,neg,True,japan
1106,2,martial arts,neg,ghosts,neg,True,japan
1106,3,mafia,neg,paris,neg,True,classic
1106,4,dvd,neg,documentary,neg,True,classic
1106,5,stephen king,neg,johnny depp,neg,True,classic
1692,1,dvd,pos,cannibalism,neg,False,sci-fi
1692,2,sequel,neg,johnny depp,neg,True,sci-fi
1692,3,space,pos,fantasy,neg,False,sci-fi
1692,4,action,neg,twist ending,neg,True,sci-fi
1692,5,dystopia,neg,england,neg,True,sci-fi
6187,1,classic,neg,arnold schwarzenegger,neg,True,seen more than once
6187,2,based on a book,neg,children,neg,True,seen more than once
6187,3,drama,neg,baseball,neg,True,seen more than once
6187,4,dvd,pos,los angeles,neg,False,seen more than once
6187,5,comedy,neg,new york city,neg,True,seen more than once
5307,1,sequel,neg,disney,pos,False,super-hero
5307,2,dark,neg,tom cruise,neg,True,super-hero
5307,3,superhero,pos,murder,neg,False,super-hero
5307,4,action,pos,war,neg,False,super-hero
5307,5,marvel,neg,marvel,neg,True,super-hero
7039,1,superhero,neg,super-hero,neg,True,action
7039,2,adventure,neg,superhero,neg,True,harrison ford
7039,3,space,neg,murder,pos,False,harrison ford
7039,4,steven spielberg,neg,mystery,neg,True,harrison ford
7039,5,dvd,neg,adventure,neg,True,action
1745,1,sci-fi,neg,crime,neg,True,surreal
1745,2,seen more than once,pos,dvd,neg,False,surreal
1745,3,memory,neg,mafia,neg,True,surreal
1745,4,violence,neg,oscar (best actor),neg,True,surreal
1745,5,love,neg,religion,neg,True,surreal
4520,1,beautiful,pos,animation,neg,False,anime
4520,2,fun,pos,funny,neg,False,anime
4520,3,japan,pos,steven spielberg,neg,False,anime
4520,4,animation,neg,animation,neg,True,anime
4520,5,fantasy,pos,fantasy,pos,True,anime
3096,1,dvd,neg,slow,pos,False,sci-fi
3096,2,sequel,neg,nonlinear,neg,True,sci-fi
3096,3,space,neg,predictable,neg,True,sci-fi
3096,4,future,pos,paris,neg,False,sci-fi
3096,5,harrison ford,pos,heist,neg,False,sci-fi
4937,1,classic,pos,paris,neg,False,dark comedy
4937,2,crime,neg,aliens,neg,True,dark comedy
4937,3,black comedy,neg,zombies,neg,True,dark comedy
4937,4,interesting,neg,post apocalyptic,neg,True,dark comedy
4937,5,satire,neg,epic,neg,True,dark comedy
5376,1,sequel,pos,brad pitt,neg,False,super-hero
5376,2,dark,neg,history,neg,True,super-hero
5376,3,superhero,pos,los angeles,neg,False,super-hero
5376,4,action,pos,new york,pos,True,super-hero
5376,5,marvel,pos,conspiracy,neg,False,super-hero
6300,1,new york city,neg,hilarious,neg,True,organized crime
6300,2,intense,neg,nudity (topless - brief),pos,False,violence
6300,3,classic,neg,morgan freeman,neg,True,mafia
6300,4,oscar (best picture),neg,animation,neg,True,mafia
6300,5,seen more than once,pos,bruce willis,neg,False,violence
133,1,classic,pos,dark,neg,False,los angeles
133,2,overrated,neg,black and white,neg,True,los angeles
133,3,film noir,pos,brad pitt,neg,False,los angeles
133,4,new york city,neg,predictable,neg,True,los angeles
133,5,boxing,neg,super-hero,neg,True,los angeles
6914,1,dvd,pos,religion,neg,False,fantasy
6914,2,overrated,neg,heist,neg,True,fantasy
6914,3,space,neg,quirky,neg,True,sci-fi
6914,4,adventure,neg,shakespeare,neg,True,sci-fi
6914,5,magic,neg,predictable,neg,True,fantasy
1604,1,seen more than once,pos,sean connery,neg,False,martial arts
1604,2,dystopia,neg,underrated,neg,True,martial arts
1604,3,overrated,pos,super-hero,neg,False,martial arts
1604,4,japan,pos,funny,neg,False,martial arts
1604,5,sci-fi,neg,sci-fi,neg,True,martial arts
1830,1,sequel,pos,mental illness,neg,False,super-hero
1830,2,dark,neg,johnny depp,neg,True,super-hero
1830,3,superhero,pos,dystopia,neg,False,super-hero
1830,4,action,pos,gay,neg,False,super-hero
1830,5,marvel,pos,marvel,pos,True,super-hero
2155,1,dvd,neg,shakespeare,neg,True,sci-fi
2155,2,sequel,neg,suicide,neg,True,sci-fi
2155,3,robots,pos,harrison ford,pos,True,sci-fi
2155,4,space,neg,time travel,neg,True,sci-fi
2155,5,future,pos,classic,pos,True,sci-fi
2614,1,dark,neg,zombies,neg,True,comic book
2614,2,action,pos,quirky,neg,False,comic book
2614,3,marvel,neg,africa,neg,True,comic book
2614,4,politics,neg,great soundtrack,neg,True,comic book
2614,5,superhero,pos,los angeles,neg,False,comic book
5106,1,seen more than once,pos,paris,neg,False,prison
5106,2,based on a book,neg,religion,neg,True,classic
5106,3,prison,neg,underrated,neg,True,classic
5106,4,morgan freeman,neg,vampire,neg,True,classic
5106,5,stephen king,neg,clint eastwood,neg,True,prison
3144,1,racism,neg,parody,neg,True,violence
3144,2,intense,pos,james bond,neg,False,violence
3144,3,psychology,pos,post apocalyptic,neg,False,violence
3144,4,organized crime,neg,bruce willis,neg,True,violence
3144,5,brad pitt,pos,fairy tale,neg,False,violence
2135,1,violent,neg,remake,neg,True,africa
2135,2,beautiful,pos,nicolas cage,neg,False,africa
2135,3,war,neg,history,neg,True,africa
2135,4,london,neg,depressing,neg,True,africa
2135,5,violent,neg,hilarious,neg,True,africa
7996,1,superhero,neg,los angeles,neg,True,action
7996,2,harrison ford,neg,boxing,neg,True,action
7996,3,aliens,neg,sean connery,neg,True,action
7996,4,super-hero,neg,boring,neg,True,action
7996,5,comic book,neg,cute,neg,True,action
2454,1,violence,neg,space,neg,True,martin scorsese
2454,2,great movie,neg,funny,neg,True,martin scorsese
2454,3,violent,neg,bond,neg,True,martin scorsese
2454,4,mafia,neg,death,neg,True,martin scorsese
2454,5,interesting,neg,revenge,neg,True,martin scorsese
3828,1,true story,neg,christmas,neg,True,steven spielberg
3828,2,future,neg,cute,neg,True,steven spielberg
3828,3,harrison ford,neg,british,neg,True,steven spielberg
3828,4,world war ii,neg,musical,neg,True,steven spielberg
3828,5,historical,neg,parody,neg,True,steven spielberg
1607,1,dvd,neg,woody allen,neg,True,classic
1607,2,based on a book,neg,death,neg,True,classic
1607,3,morgan freeman,neg,love,neg,True,classic
1607,4,prison,neg,high school,neg,True,classic
1607,5,stephen king,neg,chick flick,neg,True,classic
2202,1,matt damon,pos,super-hero,neg,False,religion
2202,2,comedy,pos,los angeles,neg,False,religion
2202,3,funny,pos,death,neg,False,religion
2202,4,sad,neg,sad,neg,True,religion
2202,5,death,neg,death,neg,True,religion
3424,1,seen more than once,pos,slow,neg,False,prison
3424,2,great movie,pos,hilarious,neg,False,prison
3424,3,morgan freeman,pos,africa,neg,False,prison
3424,4,revenge,pos,revenge,pos,True,prison
3424,5,classic,pos,classic,pos,True,prison
6893,1,based on a true story,neg,beautiful,neg,True,england
6893,2,cute,pos,great movie,neg,False,england
6893,3,mafia,neg,nicolas cage,neg,True,classic
6893,4,dvd,neg,france,neg,True,classic
6893,5,family,pos,dark comedy,neg,False,england
5543,1,dvd,neg,super-hero,neg,True,classic
5543,2,based on a book,pos,london,neg,False,classic
5543,3,mafia,neg,gay,neg,True,classic
5543,4,stephen king,neg,violent,neg,True,classic
5543,5,prison,neg,twist ending,neg,True,classic
2987,1,world war ii,neg,musical,pos,False,christmas
2987,2,samuel l jackson,neg,dystopia,neg,True,cult film
2987,3,mafia,neg,chick flick,neg,True,classic
2987,4,anime,neg,violent,neg,True,beautiful
2987,5,horror,neg,death,neg,True,beautiful
6253,1,classic,neg,vampires,neg,True,seen more than once
6253,2,based on a book,neg,love,neg,True,seen more than once
6253,3,drama,neg,predictable,neg,True,seen more than once
6253,4,dvd,pos,parody,neg,False,seen more than once
6253,5,comedy,pos,los angeles,neg,False,seen more than once
5604,1,dystopia,pos,africa,neg,False,robots
5604,2,space,neg,bruce willis,neg,True,robots
5604,3,future,pos,sports,neg,False,robots
5604,4,arnold schwarzenegger,pos,anime,neg,False,robots
5604,5,post apocalyptic,neg,post apocalyptic,neg,True,robots
2642,1,crime,neg,nudity (topless - brief),neg,True,quirky
2642,2,jim carrey,neg,comic book,neg,True,quirky
2642,3,seen more than once,pos,remake,neg,False,quirky
2642,4,surreal,neg,holocaust,neg,True,quirky
2642,5,dark comedy,neg,documentary,neg,True,quirky
132,1,time travel,neg,sad,neg,True,teen
132,2,nudity (topless),neg,marvel,neg,True,teen
132,3,robin williams,neg,tom hanks,neg,True,teen
132,4,high school,pos,dark comedy,neg,False,teen
132,5,shakespeare,neg,racism,neg,True,teen
7373,1,fun,neg,fantasy,neg,True,animation
7373,2,funny,neg,disturbing,neg,True,animation
7373,3,comedy,neg,coming of age,neg,True,animation
7373,4,disney,pos,seen more than once,neg,False,animation
7373,5,cute,neg,thriller,neg,True,animation
118,1,dvd,neg,fairy tale,neg,True,classic
118,2,based on a book,neg,epic,neg,True,classic
118,3,morgan freeman,neg,post apocalyptic,neg,True,classic
118,4,prison,neg,nudity (topless),neg,True,classic
118,5,stephen king,neg,suicide,neg,True,classic
1332,1,funny,neg,murder,neg,True,parody
1332,2,satire,neg,comedy,neg,True,parody
1332,3,stupid,pos,suspense,neg,False,parody
1332,4,cute,pos,suspense,neg,False,parody
1332,5,hilarious,pos,high school,neg,False,parody
426,1,dvd,pos,teen,neg,False,tom cruise
426,2,murder,neg,heist,neg,True,tom cruise
426,3,steven spielberg,neg,romance,neg,True,tom cruise
426,4,dystopia,neg,robin williams,neg,True,tom cruise
426,5,future,neg,nazis,neg,True,tom cruise
874,1,intense,neg,cute,neg,True,girlie movie
874,2,drama,neg,true story,neg,True,girlie movie
874,3,mental illness,pos,marvel,neg,False,girlie movie
874,4,chick flick,neg,crime,neg,True,girlie movie
874,5,new york city,neg,history,neg,True,girlie movie
4049,1,dvd,pos,death,neg,False,tom cruise
4049,2,murder,neg,oscar (best actor),neg,True,tom cruise
4049,3,steven spielberg,neg,sequel,neg,True,tom cruise
4049,4,dystopia,neg,chick flick,neg,True,tom cruise
4049,5,future,neg,shakespeare,neg,True,tom cruise
3006,1,organized crime,neg,cannibalism,neg,True,oscar (best picture)
3006,2,mafia,neg,conspiracy,neg,True,oscar (best picture)
3006,3,world war ii,neg,marvel,neg,True,oscar (best picture)
3006,4,classic,neg,children,neg,True,oscar (best picture)
3006,5,epic,neg,family,neg,True,oscar (best picture)
4495,1,classic,neg,black comedy,neg,True,seen more than once
4495,2,based on a book,neg,dystopia,neg,True,seen more than once
4495,3,drama,neg,time travel,neg,True,seen more than once
4495,4,dvd,pos,organized crime,neg,False,seen more than once
4495,5,comedy,neg,sports,neg,True,seen more than once
3271,1,beautiful,neg,disturbing,neg,True,johnny depp
3271,2,action,pos,sean connery,neg,False,johnny depp
3271,3,dark,neg,british,neg,True,johnny depp
3271,4,fantasy,neg,fun,neg,True,johnny depp
3271,5,adventure,pos,religion,neg,False,johnny depp
3940,1,tom hanks,pos,gay,pos,True,gay
3940,2,sad,neg,scary,neg,True,lesbian
3940,3,seen more than once,pos,tom cruise,neg,False,lesbian
3940,4,disturbing,neg,tom hanks,neg,True,lesbian
3940,5,cute,neg,great movie,neg,True,lesbian
702,1,superhero,neg,satire,neg,True,action
702,2,harrison ford,neg,based on a book,neg,True,action
702,3,aliens,pos,dark,neg,False,action
702,4,super-hero,neg,horror,neg,True,action
702,5,dvd,neg,coming of age,neg,True,action
7487,1,dvd,pos,depressing,neg,False,sci-fi
7487,2,sequel,pos,robin williams,neg,False,sci-fi
7487,3,space,pos,nazis,neg,False,sci-fi
7487,4,robots,pos,robots,pos,True,sci-fi
7487,5,action,pos,action,pos,True,sci-fi
3160,1,organized crime,neg,psychology,pos,False,oscar (best picture)
3160,2,mafia,neg,vampire,neg,True,oscar (best picture)
3160,3,classic,neg,british,neg,True,oscar (best picture)
3160,4,dvd,neg,super-hero,neg,True,oscar (best picture)
3160,5,oscar (best actor),pos,mel gibson,neg,False,oscar (best picture)
6122,1,crime,pos,documentary,neg,False,quirky
6122,2,jim carrey,neg,memory,neg,True,quirky
6122,3,surreal,neg,war,neg,True,quirky
6122,4,surreal,neg,beautiful,neg,True,quirky
6122,5,love,neg,new york,neg,True,quirky
5868,1,dvd,pos,sequel,neg,False,sci-fi
5868,2,sequel,neg,murder,neg,True,sci-fi
5868,3,space,neg,documentary,neg,True,sci-fi
5868,4,future,neg,mafia,neg,True,sci-fi
5868,5,harrison ford,neg,espionage,neg,True,sci-fi
2340,1,great soundtrack,neg,shakespeare,neg,True,harrison ford
2340,2,adventure,neg,mafia,neg,True,harrison ford
2340,3,sequel,neg,suicide,neg,True,harrison ford
2340,4,sci-fi,neg,british,neg,True,harrison ford
2340,5,robots,neg,nonlinear,neg,True,harrison ford
2295,1,mystery,pos,post apocalyptic,neg,False,hitchcock
2295,2,black comedy,neg,prison,neg,True,hitchcock
2295,3,alfred hitchcock,pos,gay,neg,False,hitchcock
2295,4,murder,neg,serial killer,neg,True,hitchcock
2295,5,thriller,pos,dark comedy,neg,False,hitchcock
747,1,great soundtrack,neg,magic,neg,True,harrison ford
747,2,adventure,pos,harrison ford,pos,True,harrison ford
747,3,dvd,neg,vampire,neg,True,action
747,4,aliens,neg,robots,neg,True,action
747,5,super-hero,neg,mafia,neg,True,action
7860,1,crime,pos,underrated,neg,False,quirky
7860,2,jim carrey,neg,love,neg,True,quirky
7860,3,surreal,neg,thriller,neg,True,quirky
7860,4,dark comedy,pos,boring,neg,False,quirky
7860,5,black comedy,pos,brad pitt,neg,False,quirky
3345,1,matt damon,neg,chick flick,neg,True,religion
3345,2,satire,neg,family,neg,True,aliens
3345,3,future,neg,tom hanks,neg,True,dystopia
3345,4,overrated,neg,great soundtrack,neg,True,dvd
3345,5,parody,neg,woody allen,neg,True,religion
2601,1,classic,neg,martin scorsese,neg,True,seen more than once
2601,2,prison,neg,funny,neg,True,drama
2601,3,prison,neg,historical,neg,True,seen more than once
2601,4,drama,pos,musical,neg,False,seen more than once
2601,5,dvd,pos,anime,neg,False,seen more than once
5699,1,classic,pos,post-apocalyptic,neg,False,los angeles
5699,2,overrated,neg,biography,neg,True,los angeles
5699,3,film noir,pos,documentary,neg,False,los angeles
5699,4,new york city,neg,memory,neg,True,los angeles
5699,5,boxing,neg,love,neg,True,los angeles
6567,1,fun,neg,aliens,neg,True,animation
6567,2,funny,neg,religion,neg,True,animation
6567,3,comedy,neg,arnold schwarzenegger,neg,True,animation
6567,4,disney,pos,woody allen,neg,False,animation
6567,5,cute,neg,heist,neg,True,animation
1547,1,organized crime,neg,classic,neg,True,oscar (best picture)
1547,2,organized crime,neg,nazis,neg,True,oscar (best picture)
1547,3,oscar (best actor),neg,james bond,neg,True,oscar (best picture)
1547,4,epic,neg,satire,neg,True,oscar (best picture)
1547,5,mafia,neg,clint eastwood,neg,True,oscar (best picture)
4883,1,dark,neg,conspiracy,neg,True,comic book
4883,2,action,pos,alfred hitchcock,neg,False,comic book
4883,3,marvel,neg,violence,neg,True,comic book
4883,4,politics,pos,oscar (best actor),neg,False,comic book
4883,5,superhero,neg,murder,neg,True,comic book
4425,1,dvd,neg,holocaust,neg,True,classic
4425,2,based on a book,pos,drugs,neg,False,classic
4425,3,mafia,neg,shakespeare,neg,True,classic
