user_id,step,critiquing_keyphrase,critique_polarity,clarification_keyphrase,clarification_polarity,accept_clarification,expert_keyphrase
658,2,beautiful,pos,beautiful,pos,True,beautiful
658,3,dvd,pos,dvd,pos,True,dvd
658,4,anime,neg,anime,neg,True,anime
658,5,violence,pos,violence,pos,True,violence
5595,1,england,pos,england,pos,True,england
5595,2,classic,pos,classic,pos,True,classic
5595,3,cute,pos,cute,pos,True,cute
5595,4,family,pos,family,pos,True,family
5595,5,james bond,neg,james bond,neg,True,james bond
837,1,zombies,pos,zombies,pos,True,zombies
837,2,action,pos,action,pos,True,action
837,3,comedy,pos,comedy,pos,True,comedy
837,4,horror,pos,horror,pos,True,horror
837,5,nudity (topless - brief),pos,nudity (topless - brief),pos,True,nudity (topless - brief)
6831,1,twist ending,pos,twist ending,pos,True,twist ending
6831,2,suspense,pos,suspense,pos,True,suspense
6831,3,organized crime,pos,organized crime,pos,True,organized crime
6831,4,conspiracy,pos,conspiracy,pos,True,conspiracy
6831,5,serial killer,neg,serial killer,neg,True,serial killer
6911,1,robots,pos,robots,pos,True,robots
6911,2,time travel,pos,time travel,pos,True,time travel
6911,3,sci-fi,pos,sci-fi,pos,True,sci-fi
6911,4,action,pos,action,pos,True,action
6911,5,arnold schwarzenegger,pos,arnold schwarzenegger,pos,True,arnold schwarzenegger
617,1,quirky,pos,quirky,pos,True,quirky
617,2,fantasy,neg,fantasy,neg,True,fantasy
617,3,hilarious,pos,hilarious,pos,True,hilarious
617,4,family,pos,family,pos,True,family
617,5,drugs,pos,drugs,pos,True,drugs
2273,1,drama,pos,drama,pos,True,drama
2273,2,classic,neg,classic,neg,True,classic
2273,3,fantasy,neg,fantasy,neg,True,fantasy
2273,4,romance,pos,romance,pos,True,romance
2273,5,seen more than once,pos,seen more than once,pos,True,seen more than once
3777,1,classic,pos,classic,pos,True,classic
3777,2,war,pos,war,pos,True,war
3777,3,dvd,neg,dvd,neg,True,dvd
3777,4,sci-fi,neg,sci-fi,neg,True,sci-fi
3777,5,surreal,neg,surreal,neg,True,surreal
5053,1,teen,pos,teen,pos,True,teen
5053,2,drama,pos,drama,pos,True,drama
5053,3,high school,pos,high school,pos,True,high school
5053,4,seen more than once,pos,seen more than once,pos,True,seen more than once
5053,5,tom hanks,neg,tom hanks,neg,True,tom hanks
6472,1,sci-fi,pos,sci-fi,pos,True,sci-fi
6472,2,space,pos,space,pos,True,space
6472,3,harrison ford,pos,harrison ford,pos,True,harrison ford
6472,4,classic,pos,classic,pos,True,classic
6472,5,disney,neg,disney,neg,True,disney
7562,1,classic,pos,classic,pos,True,classic
7562,2,martin scorsese,pos,martin scorsese,pos,True,martin scorsese
7562,3,sci-fi,neg,sci-fi,neg,True,sci-fi
7562,4,cult film,pos,cult film,pos,True,cult film
7562,5,quirky,neg,quirky,neg,True,quirky
4788,1,heist,pos,heist,pos,True,heist
4788,2,crime,pos,crime,pos,True,crime
4788,3,fantasy,neg,fantasy,neg,True,fantasy
4788,4,brad pitt,pos,brad pitt,pos,True,brad pitt
4788,5,matt damon,pos,matt damon,pos,True,matt damon
1106,1,japan,pos,japan,pos,True,japan
1106,2,classic,pos,classic,pos,True,classic
1106,3,anime,neg,anime,neg,True,anime
1106,4,historical,pos,historical,pos,True,historical
1106,5,action,pos,action,pos,True,action
1692,1,sci-fi,pos,sci-fi,pos,True,sci-fi
1692,2,classic,pos,classic,pos,True,classic
1692,3,future,pos,future,pos,True,future
1692,4,boring,pos,boring,pos,True,boring
1692,5,space,pos,space,pos,True,space
6187,1,seen more than once,pos,seen more than once,pos,True,seen more than once
6187,2,overrated,pos,overrated,pos,True,overrated
6187,3,revenge,pos,revenge,pos,True,revenge
6187,4,martial arts,pos,martial arts,pos,True,martial arts
6187,5,dystopia,neg,dystopia,neg,True,dystopia
5307,1,super-hero,pos,super-hero,pos,True,super-hero
5307,2,superhero,pos,superhero,pos,True,superhero
5307,3,animation,pos,animation,pos,True,animation
5307,4,johnny depp,neg,johnny depp,neg,True,johnny depp
5307,5,family,pos,family,pos,True,family
7039,1,action,pos,action,pos,True,action
7039,2,harrison ford,pos,harrison ford,pos,True,harrison ford
7039,3,crime,pos,crime,pos,True,crime
7039,4,holocaust,neg,holocaust,neg,True,holocaust
7039,5,sci-fi,neg,sci-fi,neg,True,sci-fi
1745,1,surreal,pos,surreal,pos,True,surreal
1745,2,dark comedy,pos,dark comedy,pos,True,dark comedy
1745,3,sci-fi,neg,sci-fi,neg,True,sci-fi
1745,4,seen more than once,pos,seen more than once,pos,True,seen more than once
1745,5,interesting,pos,interesting,pos,True,interesting
4520,1,anime,pos,anime,pos,True,anime
4520,2,children,pos,children,pos,True,children
4520,3,fantasy,pos,fantasy,pos,True,fantasy
4520,4,beautiful,pos,beautiful,pos,True,beautiful
4520,5,sports,pos,sports,pos,True,sports
3096,1,sci-fi,pos,sci-fi,pos,True,sci-fi
3096,2,harrison ford,pos,harrison ford,pos,True,harrison ford
3096,3,dystopia,pos,dystopia,pos,True,dystopia
3096,4,based on a book,pos,based on a book,pos,True,based on a book
3096,5,memory,pos,memory,pos,True,memory
4937,1,dark comedy,pos,dark comedy,pos,True,dark comedy
4937,2,sci-fi,neg,sci-fi,neg,True,sci-fi
4937,3,aliens,neg,aliens,neg,True,aliens
4937,4,action,neg,action,neg,True,action
4937,5,biography,pos,biography,pos,True,biography
5376,1,super-hero,pos,super-hero,pos,True,super-hero
5376,2,comic book,pos,comic book,pos,True,comic book
5376,3,new york,pos,new york,pos,True,new york
5376,4,action,pos,action,pos,True,action
5376,5,sequel,pos,sequel,pos,True,sequel
6300,1,organized crime,pos,organized crime,pos,True,organized crime
6300,2,sci-fi,neg,sci-fi,neg,True,sci-fi
6300,3,violence,pos,violence,pos,True,violence
6300,4,mafia,pos,mafia,pos,True,mafia
6300,5,serial killer,neg,serial killer,neg,True,serial killer
133,1,los angeles,pos,los angeles,pos,True,los angeles
133,2,film noir,pos,film noir,pos,True,film noir
133,3,classic,pos,classic,pos,True,classic
133,4,murder,pos,murder,pos,True,murder
133,5,slow,pos,slow,pos,True,slow
6914,1,fantasy,neg,fantasy,neg,True,fantasy
6914,2,musical,pos,musical,pos,True,musical
6914,3,music,pos,music,pos,True,music
6914,4,classic,pos,classic,pos,True,classic
6914,5,cars,pos,cars,pos,True,cars
1604,1,martial arts,pos,martial arts,pos,True,martial arts
1604,2,overrated,pos,overrated,pos,True,overrated
1604,3,anime,neg,anime,neg,True,anime
1604,4,japan,pos,japan,pos,True,japan
1604,5,action,pos,action,pos,True,action
1830,1,super-hero,pos,super-hero,pos,True,super-hero
1830,2,comic book,pos,comic book,pos,True,comic book
1830,3,new york,pos,new york,pos,True,new york
1830,4,action,pos,action,pos,True,action
1830,5,james bond,neg,james bond,neg,True,james bond
2155,1,sci-fi,pos,sci-fi,pos,True,sci-fi
2155,2,harrison ford,pos,harrison ford,pos,True,harrison ford
2155,3,based on a book,pos,based on a book,pos,True,based on a book
2155,4,dystopia,pos,dystopia,pos,True,dystopia
2155,5,robots,pos,robots,pos,True,robots
2614,1,comic book,pos,comic book,pos,True,comic book
2614,2,super-hero,pos,super-hero,pos,True,super-hero
2614,3,superhero,pos,superhero,pos,True,superhero
2614,4,bruce willis,neg,bruce willis,neg,True,bruce willis
2614,5,action,pos,action,pos,True,action
5106,1,prison,neg,prison,neg,True,prison
5106,2,seen more than once,pos,seen more than once,pos,True,seen more than once
5106,3,classic,neg,classic,neg,True,classic
5106,4,tom hanks,neg,tom hanks,neg,True,tom hanks
5106,5,serial killer,neg,serial killer,neg,True,serial killer
3144,1,violence,pos,violence,pos,True,violence
3144,2,mental illness,pos,mental illness,pos,True,mental illness
3144,3,brad pitt,pos,brad pitt,pos,True,brad pitt
3144,4,surreal,pos,surreal,pos,True,surreal
3144,5,psychology,pos,psychology,pos,True,psychology
2135,1,africa,pos,africa,pos,True,africa
2135,2,thriller,pos,thriller,pos,True,thriller
2135,3,beautiful,pos,beautiful,pos,True,beautiful
2135,4,magic,neg,magic,neg,True,magic
2135,5,drama,pos,drama,pos,True,drama
7996,1,action,pos,action,pos,True,action
7996,2,sci-fi,neg,sci-fi,neg,True,sci-fi
7996,3,space,neg,space,neg,True,space
7996,4,prison,neg,prison,neg,True,prison
7996,5,classic,neg,classic,neg,True,classic
2454,1,martin scorsese,pos,martin scorsese,pos,True,martin scorsese
2454,2,boring,pos,boring,pos,True,boring
2454,3,jim carrey,neg,jim carrey,neg,True,jim carrey
2454,4,surreal,neg,surreal,neg,True,surreal
2454,5,true story,pos,true story,pos,True,true story
3828,1,steven spielberg,pos,steven spielberg,pos,True,steven spielberg
3828,2,tom hanks,neg,tom hanks,neg,True,tom hanks
3828,3,drugs,neg,drugs,neg,True,drugs
3828,4,thriller,pos,thriller,pos,True,thriller
3828,5,time travel,neg,time travel,neg,True,time travel
1607,1,classic,pos,classic,pos,True,classic
1607,2,mafia,neg,mafia,neg,True,mafia
1607,3,world war ii,pos,world war ii,pos,True,world war ii
1607,4,oscar (best picture),pos,oscar (best picture),pos,True,oscar (best picture)
1607,5,hitchcock,neg,hitchcock,neg,True,hitchcock
2202,1,religion,pos,religion,pos,True,religion
2202,2,satire,pos,satire,pos,True,satire
2202,3,drugs,neg,drugs,neg,True,drugs
2202,4,funny,pos,funny,pos,True,funny
2202,5,nonlinear,neg,nonlinear,neg,True,nonlinear
3424,1,prison,pos,prison,pos,True,prison
3424,2,classic,pos,classic,pos,True,classic
3424,3,stephen king,pos,stephen king,pos,True,stephen king
3424,4,based on a book,pos,based on a book,pos,True,based on a book
3424,5,morgan freeman,pos,morgan freeman,pos,True,morgan freeman
6893,1,england,pos,england,pos,True,england
6893,2,classic,pos,classic,pos,True,classic
6893,3,family,pos,family,pos,True,family
6893,4,cute,pos,cute,pos,True,cute
6893,5,james bond,neg,james bond,neg,True,james bond
5543,1,classic,pos,classic,pos,True,classic
5543,2,based on a book,pos,based on a book,pos,True,based on a book
5543,3,fantasy,pos,fantasy,pos,True,fantasy
5543,4,surreal,pos,surreal,pos,True,surreal
5543,5,espionage,pos,espionage,pos,True,espionage
2987,1,christmas,pos,christmas,pos,True,christmas
2987,2,cult film,pos,cult film,pos,True,cult film
2987,3,musical,pos,musical,pos,True,musical
2987,4,beautiful,pos,beautiful,pos,True,beautiful
2987,5,disney,neg,disney,neg,True,disney
6253,1,seen more than once,pos,seen more than once,pos,True,seen more than once
6253,2,animation,pos,animation,pos,True,animation
6253,3,sci-fi,neg,sci-fi,neg,True,sci-fi
6253,4,hilarious,pos,hilarious,pos,True,hilarious
6253,5,disney,pos,disney,pos,True,disney
5604,1,robots,pos,robots,pos,True,robots
5604,2,time travel,pos,time travel,pos,True,time travel
5604,3,arnold schwarzenegger,pos,arnold schwarzenegger,pos,True,arnold schwarzenegger
5604,4,action,pos,action,pos,True,action
5604,5,sci-fi,pos,sci-fi,pos,True,sci-fi
2642,1,quirky,pos,quirky,pos,True,quirky
2642,2,drugs,neg,drugs,neg,True,drugs
2642,3,time travel,neg,time travel,neg,True,time travel
2642,4,seen more than once,pos,seen more than once,pos,True,seen more than once
2642,5,classic,neg,classic,neg,True,classic
132,1,teen,pos,teen,pos,True,teen
132,2,high school,pos,high school,pos,True,high school
132,3,drama,pos,drama,pos,True,drama
132,4,seen more than once,pos,seen more than once,pos,True,seen more than once
132,5,comedy,pos,comedy,pos,True,comedy
7373,1,animation,pos,animation,pos,True,animation
7373,2,disney,pos,disney,pos,True,disney
7373,3,time travel,neg,time travel,neg,True,time travel
7373,4,dvd,pos,dvd,pos,True,dvd
7373,5,ghosts,neg,ghosts,neg,True,ghosts
118,1,classic,pos,classic,pos,True,classic
118,2,martin scorsese,pos,martin scorsese,pos,True,martin scorsese
118,3,cult film,pos,cult film,pos,True,cult film
118,4,new york city,pos,new york city,pos,True,new york city
118,5,sci-fi,neg,sci-fi,neg,True,sci-fi
1332,1,parody,pos,parody,pos,True,parody
1332,2,hilarious,pos,hilarious,pos,True,hilarious
1332,3,stupid,pos,stupid,pos,True,stupid
1332,4,spoof,pos,spoof,pos,True,spoof
1332,5,cute,pos,cute,pos,True,cute
426,1,tom cruise,pos,tom cruise,pos,True,tom cruise
426,2,remake,pos,remake,pos,True,remake
426,3,zombies,neg,zombies,neg,True,zombies
426,4,new york city,pos,new york city,pos,True,new york city
426,5,surreal,pos,surreal,pos,True,surreal
874,1,girlie movie,pos,girlie movie,pos,True,girlie movie
874,2,suicide,pos,suicide,pos,True,suicide
874,3,mental illness,pos,mental illness,pos,True,mental illness
874,4,sad,pos,sad,pos,True,sad
874,5,lesbian,pos,lesbian,pos,True,lesbian
4049,1,tom cruise,pos,tom cruise,pos,True,tom cruise
4049,2,remake,pos,remake,pos,True,remake
4049,3,suicide,pos,suicide,pos,True,suicide
4049,4,seen more than once,pos,seen more than once,pos,True,seen more than once
4049,5,sci-fi,pos,sci-fi,pos,True,sci-fi
3006,1,oscar (best picture),pos,oscar (best picture),pos,True,oscar (best picture)
3006,2,war,pos,war,pos,True,war
3006,3,world war ii,neg,world war ii,neg,True,world war ii
3006,4,classic,neg,classic,neg,True,classic
3006,5,surreal,neg,surreal,neg,True,surreal
4495,1,seen more than once,pos,seen more than once,pos,True,seen more than once
4495,2,martial arts,pos,martial arts,pos,True,martial arts
4495,3,anime,neg,anime,neg,True,anime
4495,4,revenge,pos,revenge,pos,True,revenge
4495,5,overrated,pos,overrated,pos,True,overrated
3271,1,johnny depp,pos,johnny depp,pos,True,johnny depp
3271,2,adventure,pos,adventure,pos,True,adventure
3271,3,action,pos,action,pos,True,action
3271,4,comic book,neg,comic book,neg,True,comic book
3271,5,zombies,pos,zombies,pos,True,zombies
3940,1,gay,pos,gay,pos,True,gay
3940,2,lesbian,pos,lesbian,pos,True,lesbian
3940,3,seen more than once,pos,seen more than once,pos,True,seen more than once
3940,4,dvd,pos,dvd,pos,True,dvd
3940,5,funny,pos,funny,pos,True,funny
702,1,action,pos,action,pos,True,action
702,2,space,pos,space,pos,True,space
702,3,sci-fi,pos,sci-fi,pos,True,sci-fi
702,4,adventure,pos,adventure,pos,True,adventure
702,5,quirky,pos,quirky,pos,True,quirky
7487,1,sci-fi,pos,sci-fi,pos,True,sci-fi
7487,2,space,pos,space,pos,True,space
7487,3,harrison ford,pos,harrison ford,pos,True,harrison ford
7487,4,prison,neg,prison,neg,True,prison
7487,5,classic,pos,classic,pos,True,classic
3160,1,oscar (best picture),pos,oscar (best picture),pos,True,oscar (best picture)
3160,2,true story,pos,true story,pos,True,true story
3160,3,tom hanks,neg,tom hanks,neg,True,tom hanks
3160,4,oscar (best actor),pos,oscar (best actor),pos,True,oscar (best actor)
3160,5,nudity (topless - brief),pos,nudity (topless - brief),pos,True,nudity (topless - brief)
6122,1,quirky,pos,quirky,pos,True,quirky
6122,2,dark comedy,pos,dark comedy,pos,True,dark comedy
6122,3,crime,pos,crime,pos,True,crime
6122,4,black comedy,pos,black comedy,pos,True,black comedy
6122,5,murder,pos,murder,pos,True,murder
5868,1,sci-fi,pos,sci-fi,pos,True,sci-fi
5868,2,dystopia,pos,dystopia,pos,True,dystopia
5868,3,martial arts,pos,martial arts,pos,True,martial arts
5868,4,dvd,pos,dvd,pos,True,dvd
5868,5,action,pos,action,pos,True,action
2340,1,harrison ford,pos,harrison ford,pos,True,harrison ford
2340,2,action,pos,action,pos,True,action
2340,3,crime,pos,crime,pos,True,crime
2340,4,johnny depp,neg,johnny depp,neg,True,johnny depp
2340,5,violence,pos,violence,pos,True,violence
2295,1,hitchcock,pos,hitchcock,pos,True,hitchcock
2295,2,classic,pos,classic,pos,True,classic
2295,3,alfred hitchcock,pos,alfred hitchcock,pos,True,alfred hitchcock
2295,4,thriller,pos,thriller,pos,True,thriller
2295,5,mystery,pos,mystery,pos,True,mystery
747,1,harrison ford,pos,harrison ford,pos,True,harrison ford
747,2,action,pos,action,pos,True,action
747,3,serial killer,neg,serial killer,neg,True,serial killer
747,4,violence,pos,violence,pos,True,violence
747,5,crime,pos,crime,pos,True,crime
7860,1,quirky,pos,quirky,pos,True,quirky
7860,2,crime,pos,crime,pos,True,crime
7860,3,dark comedy,pos,dark comedy,pos,True,dark comedy
7860,4,black comedy,pos,black comedy,pos,True,black comedy
7860,5,murder,pos,murder,pos,True,murder
3345,1,religion,pos,religion,pos,True,religion
3345,2,dvd,pos,dvd,pos,True,dvd
3345,3,boring,pos,boring,pos,True,boring
3345,4,slow,pos,slow,pos,True,slow
3345,5,serial killer,neg,serial killer,neg,True,serial killer
2601,1,seen more than once,pos,seen more than once,pos,True,seen more than once
2601,2,drama,pos,drama,pos,True,drama
2601,3,dvd,pos,dvd,pos,True,dvd
2601,4,sci-fi,neg,sci-fi,neg,True,sci-fi
2601,5,intense,pos,intense,pos,True,intense
5699,1,los angeles,pos,los angeles,pos,True,los angeles
5699,2,film noir,pos,film noir,pos,True,film noir
5699,3,classic,pos,classic,pos,True,classic
5699,4,sci-fi,neg,sci-fi,neg,True,sci-fi
5699,5,oscar (best picture),neg,oscar (best picture),neg,True,oscar (best picture)
6567,1,animation,pos,animation,pos,True,animation
6567,2,disney,pos,disney,pos,True,disney
6567,3,dvd,pos,dvd,pos,True,dvd
6567,4,magic,neg,magic,neg,True,magic
6567,5,boring,pos,boring,pos,True,boring
1547,1,oscar (best picture),pos,oscar (best picture),pos,True,oscar (best picture)
1547,2,war,pos,war,pos,True,war
1547,3,classic,neg,classic,neg,True,classic
1547,4,action,pos,action,pos,True,action
1547,5,drama,pos,drama,pos,True,drama
4883,1,comic book,pos,comic book,pos,True,comic book
4883,2,dystopia,pos,dystopia,pos,True,dystopia
4883,3,politics,pos,politics,pos,True,politics
4883,4,revenge,pos,revenge,pos,True,revenge
4883,5,terrorism,pos,terrorism,pos,True,terrorism
4425,1,classic,pos,classic,pos,True,classic
4425,2,based on a book,pos,based on a book,pos,True,based on a book
