user_id,step,critiquing_keyphrase,critique_polarity,clarification_keyphrase,clarification_polarity,accept_clarification,expert_keyphrase,target_item_id,top_0_recommendation,top_1_recommendation,top_2_recommendation,top_3_recommendation,top_4_recommendation
2298,3,quick,neg,curry,neg,True,noodle,109.0,252 (6),226 (13),27 (4),315 (5),109 (17)
2298,4,beef,pos,salad,neg,False,noodle,109.0,252 (6),27 (4),205 (1),412 (69),109 (17)
2298,5,soup,pos,fried,neg,False,noodle,109.0,109 (17),315 (5),503 (14),27 (4),205 (1)
19,1,soup,pos,fried,pos,True,lobster,19.0,930 (0),1099 (1),235 (2),116 (3),198 (4)
19,2,steamed,pos,chinese,pos,True,lobster,19.0,1099 (1),235 (2),930 (0),116 (3),198 (4)
19,3,fish,pos,egg,neg,False,lobster,19.0,235 (2),116 (3),930 (0),1099 (1),198 (4)
19,4,dinner,pos,fresh,pos,True,lobster,19.0,235 (2),198 (4),116 (3),20 (7),940 (9)
19,5,steamed,pos,steamed,pos,True,lobster,19.0,116 (3),198 (4),20 (7),235 (2),197 (27)
1402,1,markham,neg,salmon,neg,True,dumpling,69.0,31 (0),64 (1),221 (2),20 (3),396 (4)
1402,2,pork,pos,spicy,neg,False,dumpling,69.0,31 (0),185 (15),169 (5),0 (7),221 (2)
1402,3,pancake,neg,egg,neg,True,dumpling,69.0,31 (0),396 (4),169 (5),39 (17),100 (18)
1402,4,soup,pos,fried,pos,True,dumpling,69.0,39 (17),396 (4),31 (0),528 (42),100 (18)
1402,5,steamed,pos,chinese,pos,True,dumpling,69.0,150 (171),169 (5),1069 (104),39 (17),392 (97)
1803,1,lamb,neg,sandwich,neg,True,rib,54.0,13 (0),29 (1),14 (2),47 (3),48 (4)
1803,2,fried chicken,pos,rib,pos,True,rib,54.0,19 (35),14 (2),6 (6),29 (1),1 (5)
1803,3,pork belly,neg,fried,neg,True,bbq,54.0,19 (35),54 (8),6 (6),11 (15),23 (90)
1803,4,beef,pos,salad,pos,True,bbq,54.0,19 (35),14 (2),6 (6),13 (0),54 (8)
1803,5,meat,pos,lunch,neg,False,bbq,54.0,232 (21),145 (34),801 (207),14 (2),227 (267)
1933,1,tempura,pos,japanese,neg,False,sushi,125.0,42 (0),83 (1),49 (2),292 (3),637 (4)
1933,2,pricey,neg,vegan,neg,True,sushi,125.0,42 (0),125 (7),83 (1),49 (2),292 (3)
1933,3,modern,neg,solid,neg,True,sushi,125.0,42 (0),125 (7),83 (1),49 (2),292 (3)
1933,4,fresh,pos,chicken,neg,False,sushi,125.0,42 (0),125 (7),83 (1),49 (2),292 (3)
1933,5,fish,pos,egg,neg,False,sushi,125.0,42 (0),49 (2),83 (1),77 (9),355 (13)
2524,1,quick,neg,curry,neg,True,thai,75.0,10 (0),0 (1),377 (2),44 (3),132 (4)
2524,2,fluffy,neg,bakery,neg,True,cheese,75.0,132 (4),0 (1),377 (2),10 (0),265 (13)
2524,3,pizza,neg,bread,neg,True,cheese,75.0,377 (2),132 (4),0 (1),10 (0),265 (13)
2524,4,store,neg,ice cream,neg,True,cheese,75.0,0 (1),377 (2),88 (15),10 (0),73 (30)
2524,5,coconut,neg,vegan,neg,True,thai,75.0,0 (1),377 (2),512 (42),18 (24),88 (15)
5506,1,quick,neg,curry,neg,True,thai,21.0,0 (0),1 (1),3 (2),4 (3),10 (4)
5506,2,yummy,neg,chair,neg,True,thai,21.0,0 (0),1 (1),3 (2),4 (3),10 (4)
5506,3,downtown,neg,expensive,neg,True,thai,21.0,0 (0),1 (1),3 (2),4 (3),10 (4)
5506,4,busy,neg,fry,neg,True,thai,21.0,0 (0),1 (1),3 (2),4 (3),10 (4)
5506,5,reasonable,neg,patty,neg,True,thai,21.0,0 (0),1 (1),3 (2),4 (3),10 (4)
6477,1,tempura,neg,japanese,pos,False,sushi,72.0,1 (0),2 (1),3 (2),5 (3),4 (4)
6477,2,pricey,neg,vegan,neg,True,sushi,72.0,1 (0),2 (1),3 (2),4 (4),5 (3)
6477,3,modern,neg,solid,neg,True,sushi,72.0,1 (0),2 (1),3 (2),4 (4),5 (3)
6477,4,fresh,pos,chicken,neg,False,sushi,72.0,1 (0),2 (1),3 (2),4 (4),5 (3)
6477,5,quick,neg,curry,neg,True,wait,72.0,1 (0),2 (1),5 (3),3 (2),4 (4)
257,1,downtown,neg,expensive,neg,True,noodle,59.0,195 (0),37 (1),407 (2),210 (3),367 (4)
257,2,pork,pos,spicy,pos,True,noodle,59.0,195 (0),37 (1),407 (2),367 (4),210 (3)
257,3,quick,neg,curry,neg,True,noodle,59.0,37 (1),195 (0),210 (3),407 (2),71 (6)
257,4,beef,pos,salad,neg,False,noodle,59.0,195 (0),210 (3),37 (1),367 (4),71 (6)
257,5,soup,pos,fried,neg,False,noodle,59.0,195 (0),210 (3),37 (1),367 (4),71 (6)
890,1,cheese,pos,beef,neg,False,lamb,21.0,35 (0),45 (1),189 (2),9 (3),221 (4)
890,2,crispy,pos,fast,neg,False,lamb,21.0,189 (2),45 (1),33 (8),58 (6),4 (5)
890,3,bread,pos,busy,neg,False,lamb,21.0,189 (2),33 (8),21 (46),45 (1),17 (9)
890,4,cocktail,pos,cocktail,pos,True,lamb,21.0,189 (2),33 (8),45 (1),21 (46),17 (9)
890,5,dumpling,pos,dumpling,pos,True,lamb,21.0,189 (2),33 (8),45 (1),21 (46),17 (9)
5751,1,beef,neg,salad,pos,False,wait,229.0,0 (0),1 (1),6 (2),8 (3),2 (4)
5751,2,spicy,neg,soup,pos,False,wait,229.0,0 (0),1 (1),6 (2),3 (6),2 (4)
5751,3,busy,neg,fry,neg,True,thai,229.0,0 (0),1 (1),6 (2),3 (6),2 (4)
5751,4,curry,neg,fish,pos,False,wait,229.0,0 (0),1 (1),6 (2),3 (6),2 (4)
5751,5,coconut,neg,coconut,neg,True,wait,229.0,0 (0),1 (1),3 (6),6 (2),9 (5)
3565,1,quick,neg,curry,neg,True,thai,103.0,1 (0),33 (1),0 (2),5 (3),455 (4)
