user_id,step,critiquing_keyphrase,critique_polarity,clarification_keyphrase,clarification_polarity,accept_clarification,expert_keyphrase,target_item_id,top_0_recommendation,top_1_recommendation,top_2_recommendation,top_3_recommendation,top_4_recommendation
2456,2,pricey,pos,scallop,pos,True,sushi,16.0,2 (0),0 (1),1 (2),34 (3),67 (4)
2456,3,modern,pos,expensive,pos,True,sushi,16.0,2 (0),34 (3),139 (7),0 (1),16 (129)
2456,4,fresh,pos,salmon,pos,True,sushi,16.0,2 (0),34 (3),139 (7),16 (129),0 (1)
2456,5,sashimi,pos,sushi,pos,True,sushi,16.0,34 (3),374 (149),2 (0),9 (13),6 (5)
1431,1,mayo,pos,sesame,neg,False,fry,3.0,18 (0),399 (1),154 (2),13 (3),0 (4)
1431,2,steamed,pos,soup,neg,False,pork,3.0,399 (1),18 (0),154 (2),3 (5),94 (6)
1431,3,sausage,neg,bacon,neg,True,fry,3.0,18 (0),399 (1),620 (14),3 (5),94 (6)
1431,4,burger,pos,fry,pos,True,fry,3.0,399 (1),18 (0),620 (14),3 (5),94 (6)
1431,5,vietnamese,pos,cheap,pos,True,kimchi,3.0,399 (1),154 (2),18 (0),13 (3),3 (5)
540,1,vietnamese,neg,cheap,neg,True,tea,159.0,328 (0),161 (1),531 (2),479 (3),32 (4)
540,2,bubble,pos,bubble tea,pos,True,tea,159.0,328 (0),531 (2),161 (1),479 (3),42 (5)
540,3,gelato,neg,coffee,neg,True,tea,159.0,328 (0),161 (1),531 (2),479 (3),159 (7)
540,4,green tea,neg,matcha,neg,True,tea,159.0,328 (0),531 (2),161 (1),479 (3),159 (7)
540,5,milk,pos,tea,pos,True,tea,159.0,328 (0),531 (2),161 (1),479 (3),159 (7)
57,1,spicy,pos,pork belly,pos,True,taco,18.0,1398 (0),300 (1),207 (2),327 (3),230 (4)
57,2,octopus,neg,bread,neg,True,taco,18.0,399 (8),730 (9),276 (23),230 (4),735 (135)
57,3,sour,pos,chip,pos,True,taco,18.0,399 (8),730 (9),276 (23),230 (4),735 (135)
57,4,market,neg,pub,neg,True,taco,18.0,399 (8),276 (23),230 (4),730 (9),25 (101)
57,5,mexican,pos,taco,pos,True,taco,18.0,399 (8),276 (23),730 (9),230 (4),225 (15)
3789,1,quick,neg,fast,neg,True,thai,185.0,0 (0),2 (1),55 (2),4 (3),1 (4)
3789,2,casual,neg,yummy,neg,True,thai,185.0,0 (0),2 (1),55 (2),1 (4),4 (3)
3789,3,busy,neg,lunch,neg,True,thai,185.0,0 (0),2 (1),55 (2),1 (4),4 (3)
3789,4,reasonable,neg,casual,neg,True,thai,185.0,0 (0),2 (1),55 (2),1 (4),4 (3)
3789,5,curry,neg,thai,neg,True,thai,185.0,0 (0),2 (1),55 (2),1 (4),4 (3)
1192,1,modern,neg,expensive,neg,True,oyster,63.0,211 (0),129 (1),121 (2),7 (3),111 (4)
1192,2,shrimp,neg,pork belly,neg,True,oyster,63.0,211 (0),121 (2),129 (1),7 (3),36 (5)
1192,3,calamari,pos,bar,pos,True,oyster,63.0,211 (0),121 (2),129 (1),7 (3),36 (5)
1192,4,baked,neg,chewy,neg,True,oyster,63.0,211 (0),121 (2),111 (4),129 (1),253 (10)
1192,5,seafood,pos,fresh,pos,True,oyster,63.0,211 (0),121 (2),129 (1),111 (4),253 (10)
1062,1,noodle,neg,soup,neg,True,chicken,13.0,61 (0),68 (1),320 (2),1061 (3),330 (4)
1062,2,crispy,pos,wait,pos,True,chicken,13.0,61 (0),68 (1),320 (2),1061 (3),330 (4)
1062,3,pork,pos,pork belly,neg,False,chicken,13.0,61 (0),68 (1),13 (12),35 (39),18 (15)
1062,4,spicy,neg,pork belly,neg,True,chicken,13.0,61 (0),68 (1),35 (39),13 (12),212 (5)
1062,5,fried,pos,fried chicken,pos,True,chicken,13.0,61 (0),68 (1),13 (12),35 (39),212 (5)
944,1,quick,neg,fast,neg,True,thai,107.0,323 (0),479 (1),0 (2),5 (3),278 (4)
944,2,casual,neg,yummy,neg,True,thai,107.0,323 (0),479 (1),0 (2),5 (3),188 (5)
944,3,busy,neg,lunch,neg,True,thai,107.0,323 (0),479 (1),0 (2),5 (3),188 (5)
944,4,reasonable,neg,casual,neg,True,thai,107.0,323 (0),479 (1),0 (2),188 (5),5 (3)
944,5,curry,pos,thai,pos,True,thai,107.0,323 (0),479 (1),188 (5),0 (2),5 (3)
4138,1,spicy,pos,pork belly,neg,False,taco,2.0,8 (0),21 (1),1 (2),16 (3),2 (4)
4138,2,octopus,pos,bread,neg,False,taco,2.0,16 (3),8 (0),21 (1),86 (47),11 (8)
4138,3,tuna,pos,pricey,neg,False,taco,2.0,21 (1),16 (3),8 (0),44 (15),2 (4)
4138,4,chip,neg,chip,neg,True,taco,2.0,21 (1),16 (3),8 (0),2 (4),44 (15)
4138,5,shrimp,pos,shrimp,pos,True,taco,2.0,21 (1),16 (3),8 (0),2 (4),44 (15)
1957,1,noodle,neg,soup,neg,True,chicken,13.0,300 (0),50 (1),44 (2),3 (3),371 (4)
1957,2,crispy,pos,wait,pos,True,chicken,13.0,300 (0),44 (2),50 (1),3 (3),371 (4)
1957,3,pork,pos,pork belly,neg,False,chicken,13.0,371 (4),61 (28),44 (2),50 (1),211 (14)
1957,4,spicy,neg,pork belly,neg,True,chicken,13.0,50 (1),371 (4),45 (5),44 (2),189 (47)
1957,5,fried,pos,fried chicken,pos,True,chicken,13.0,50 (1),371 (4),44 (2),45 (5),189 (47)
313,1,vegan,neg,healthy,neg,True,crepe,116.0,702 (0),1351 (1),1126 (2),2430 (3),1352 (4)
313,2,banana,neg,strawberry,neg,True,crepe,116.0,702 (0),1351 (1),1126 (2),1352 (4),2430 (3)
313,3,japanese,neg,green tea,neg,True,crepe,116.0,702 (0),1351 (1),1126 (2),1352 (4),1688 (6)
313,4,cake,neg,matcha,neg,True,crepe,116.0,702 (0),1351 (1),1126 (2),1352 (4),1688 (6)
313,5,juice,pos,parking,neg,False,crepe,116.0,702 (0),1351 (1),1126 (2),1352 (4),105 (7)
2679,1,quick,neg,fast,neg,True,thai,102.0,33 (0),0 (1),34 (2),5 (3),2 (4)
2679,2,casual,neg,yummy,neg,True,thai,102.0,33 (0),0 (1),34 (2),5 (3),2 (4)
2679,3,busy,neg,lunch,pos,False,thai,102.0,33 (0),34 (2),0 (1),5 (3),2 (4)
2679,4,reasonable,neg,casual,neg,True,thai,102.0,33 (0),34 (2),0 (1),5 (3),2 (4)
2679,5,curry,neg,thai,neg,True,thai,102.0,33 (0),34 (2),0 (1),5 (3),2 (4)
1203,1,quick,pos,fast,pos,True,thai,0.0,338 (0),129 (1),207 (2),16 (3),47 (4)
1203,2,casual,pos,yummy,pos,True,thai,0.0,851 (66),67 (41),179 (122),16 (3),2 (5)
1203,3,busy,pos,lunch,pos,True,thai,0.0,0 (7),2 (5),21 (11),3 (13),1 (9)
1203,4,reasonable,pos,casual,pos,True,thai,0.0,1294 (91),0 (7),16 (3),21 (11),2 (5)
1203,5,curry,pos,thai,pos,True,thai,0.0,1294 (91),21 (11),0 (7),16 (3),2 (5)
1349,1,fluffy,neg,matcha,neg,True,cheese,75.0,262 (0),934 (1),175 (2),130 (3),3 (4)
1349,2,cake,neg,cheesecake,neg,True,cheese,75.0,262 (0),934 (1),175 (2),130 (3),3 (4)
1349,3,tart,neg,lemon,neg,True,cheese,75.0,262 (0),934 (1),175 (2),130 (3),168 (5)
1349,4,pizza,neg,pasta,neg,True,cheese,75.0,262 (0),934 (1),175 (2),130 (3),168 (5)
1349,5,crust,neg,chip,neg,True,cheese,75.0,262 (0),175 (2),934 (1),130 (3),168 (5)
6089,1,gelato,neg,coffee,neg,True,ice cream,5.0,1 (0),0 (1),3 (2),12 (3),13 (4)
6089,2,matcha,neg,green tea,neg,True,ice cream,5.0,1 (0),0 (1),3 (2),12 (3),13 (4)
6089,3,creamy,pos,chewy,neg,False,ice cream,5.0,1 (0),0 (1),3 (2),12 (3),13 (4)
6089,4,waffle,pos,mall,neg,False,ice cream,5.0,3 (2),0 (1),1 (0),9 (12),5 (9)
6089,5,cone,pos,ice cream,pos,True,ice cream,5.0,0 (1),3 (2),1 (0),5 (9),60 (5)
398,1,tempura,neg,markham,neg,True,sushi,112.0,222 (0),63 (1),382 (2),425 (3),248 (4)
398,2,pricey,neg,scallop,neg,True,sushi,112.0,222 (0),63 (1),382 (2),425 (3),248 (4)
398,3,modern,neg,expensive,neg,True,sushi,112.0,222 (0),63 (1),382 (2),425 (3),47 (6)
398,4,fresh,pos,salmon,neg,False,sushi,112.0,222 (0),63 (1),382 (2),425 (3),47 (6)
398,5,sashimi,pos,sushi,pos,True,sushi,112.0,63 (1),222 (0),382 (2),401 (10),425 (3)
214,1,squid,neg,sour,neg,True,cocktail,73.0,1608 (0),1373 (1),201 (2),324 (3),482 (4)
214,2,roasted,neg,avocado,neg,True,cocktail,73.0,1608 (0),1373 (1),324 (3),201 (2),1817 (6)
214,3,beef,neg,soup,neg,True,cocktail,73.0,1608 (0),1373 (1),324 (3),201 (2),944 (5)
214,4,crispy,neg,wait,pos,False,cocktail,73.0,1608 (0),1373 (1),324 (3),201 (2),944 (5)
214,5,music,neg,sandwich,neg,True,cocktail,73.0,1608 (0),1373 (1),324 (3),201 (2),944 (5)
589,1,downtown,neg,parking,neg,True,noodle,215.0,632 (0),362 (1),76 (2),483 (3),20 (4)
589,2,pork,pos,pork belly,neg,False,noodle,215.0,632 (0),362 (1),76 (2),483 (3),20 (4)
589,3,quick,neg,fast,neg,True,noodle,215.0,483 (3),76 (2),20 (4),644 (5),197 (6)
589,4,beef,pos,soup,pos,True,noodle,215.0,483 (3),76 (2),20 (4),644 (5),197 (6)
589,5,ramen,neg,pork belly,neg,True,noodle,215.0,483 (3),76 (2),644 (5),20 (4),632 (0)
2620,1,cheese,pos,corn,neg,False,lamb,21.0,200 (0),3 (1),5 (2),41 (3),26 (4)
2620,2,crispy,pos,wait,neg,False,lamb,21.0,3 (1),5 (2),26 (4),41 (3),25 (6)
2620,3,bread,pos,wine,neg,False,lamb,21.0,5 (2),3 (1),41 (3),204 (49),61 (17)
2620,4,cocktail,pos,cocktail,pos,True,lamb,21.0,41 (3),5 (2),3 (1),68 (12),25 (6)
2620,5,dumpling,pos,dumpling,pos,True,lamb,21.0,41 (3),5 (2),3 (1),25 (6),61 (17)
2320,1,quick,neg,fast,neg,True,thai,143.0,0 (0),827 (1),235 (2),771 (3),1 (4)
2320,2,casual,neg,yummy,neg,True,thai,143.0,0 (0),827 (1),771 (3),482 (5),235 (2)
2320,3,busy,pos,lunch,neg,False,thai,143.0,827 (1),0 (0),482 (5),235 (2),771 (3)
2320,4,reasonable,neg,casual,neg,True,thai,143.0,143 (22),1978 (10),36 (12),1787 (13),0 (0)
2320,5,curry,neg,thai,neg,True,thai,143.0,143 (22),1978 (10),36 (12),1787 (13),0 (0)
1033,1,fresh,neg,salmon,neg,True,tart,86.0,559 (0),157 (1),939 (2),44 (3),211 (4)
1033,2,cheese,pos,corn,neg,False,tart,86.0,559 (0),157 (1),939 (2),44 (3),211 (4)
1033,3,croissant,neg,cake,neg,True,tart,86.0,559 (0),211 (4),44 (3),129 (22),157 (1)
1033,4,matcha,pos,green tea,neg,False,tart,86.0,559 (0),211 (4),44 (3),129 (22),157 (1)
1033,5,crust,pos,chip,neg,False,tart,86.0,559 (0),16 (37),213 (10),44 (3),86 (197)
184,1,modern,neg,expensive,neg,True,oyster,22.0,820 (0),323 (1),655 (2),784 (3),498 (4)
184,2,shrimp,pos,pork belly,neg,False,oyster,22.0,820 (0),323 (1),655 (2),784 (3),498 (4)
184,3,sashimi,pos,sushi,pos,True,oyster,22.0,55 (67),820 (0),655 (2),1063 (48),198 (45)
184,4,calamari,neg,bar,pos,False,oyster,22.0,198 (45),820 (0),305 (323),655 (2),1063 (48)
184,5,seafood,neg,fresh,pos,False,oyster,22.0,198 (45),820 (0),305 (323),655 (2),1063 (48)
358,1,fish,neg,fresh,neg,True,salmon,114.0,82 (0),191 (1),600 (2),198 (3),538 (4)
358,2,expensive,neg,modern,neg,True,salmon,114.0,191 (1),82 (0),600 (2),198 (3),538 (4)
358,3,tempura,neg,markham,neg,True,salmon,114.0,191 (1),82 (0),600 (2),198 (3),538 (4)
358,4,scallop,neg,expensive,neg,True,salmon,114.0,191 (1),82 (0),600 (2),198 (3),538 (4)
358,5,tuna,neg,pricey,neg,True,salmon,114.0,191 (1),82 (0),600 (2),198 (3),538 (4)
6681,1,fast,pos,quick,pos,True,pizza,24.0,365 (0),0 (1),1 (2),4 (3),2 (4)
6681,2,italian,neg,pasta,neg,True,pizza,24.0,0 (1),24 (5),1 (2),4 (3),2 (4)
6681,3,calamari,neg,bar,neg,True,pizza,24.0,0 (1),24 (5),1 (2),4 (3),2 (4)
6681,4,wine,neg,french,neg,True,pizza,24.0,24 (5),0 (1),1 (2),4 (3),2 (4)
6681,5,crust,pos,chip,neg,False,pizza,24.0,24 (5),0 (1),1 (2),4 (3),2 (4)
2298,1,downtown,neg,parking,neg,True,noodle,109.0,205 (0),77 (1),40 (2),20 (3),46 (4)
2298,2,pork,pos,pork belly,neg,False,noodle,109.0,205 (0),77 (1),20 (3),0 (6),76 (5)
2298,3,quick,neg,fast,neg,True,noodle,109.0,205 (0),109 (28),20 (3),77 (1),70 (8)
2298,4,beef,pos,soup,pos,True,noodle,109.0,205 (0),109 (28),77 (1),20 (3),70 (8)
2298,5,ramen,neg,pork belly,neg,True,noodle,109.0,205 (0),109 (28),77 (1),20 (3),70 (8)
19,1,soup,pos,noodle,neg,False,lobster,19.0,441 (0),458 (1),1059 (2),511 (3),2052 (4)
19,2,fried,pos,fried chicken,neg,False,lobster,19.0,441 (0),2052 (4),645 (223),158 (97),458 (1)
19,3,dinner,pos,oyster,neg,False,lobster,19.0,441 (0),2052 (4),458 (1),89 (146),158 (97)
19,4,chinese,pos,chinese,pos,True,lobster,19.0,645 (223),100 (117),19 (30),179 (170),165 (77)
19,5,fresh,pos,fresh,pos,True,lobster,19.0,100 (117),19 (30),645 (223),179 (170),165 (77)
1402,1,markham,neg,parking,neg,True,dumpling,69.0,31 (0),336 (1),152 (2),43 (3),9 (4)
1402,2,pork,pos,pork belly,neg,False,dumpling,69.0,31 (0),336 (1),152 (2),43 (3),9 (4)
1402,3,pancake,neg,pork belly,neg,True,dumpling,69.0,43 (3),31 (0),336 (1),69 (17),9 (4)
1402,4,soup,pos,noodle,pos,True,dumpling,69.0,43 (3),31 (0),69 (17),336 (1),9 (4)
1402,5,steamed,pos,soup,pos,True,dumpling,69.0,43 (3),31 (0),336 (1),69 (17),216 (18)
1803,1,lamb,neg,wrap,neg,True,rib,54.0,47 (0),78 (1),14 (2),1 (3),13 (4)
1803,2,fried chicken,neg,fried,neg,True,rib,54.0,47 (0),78 (1),1 (3),14 (2),13 (4)
1803,3,dinner,pos,oyster,neg,False,rib,54.0,47 (0),78 (1),14 (2),1 (3),103 (5)
1803,4,greasy,neg,burger,neg,True,rib,54.0,78 (1),47 (0),207 (30),129 (42),29 (7)
1803,5,bbq,pos,rib,pos,True,rib,54.0,78 (1),47 (0),207 (30),129 (42),1 (3)
1933,1,tempura,pos,markham,pos,True,sushi,125.0,15 (0),291 (1),95 (2),319 (3),38 (4)
1933,2,pricey,neg,scallop,neg,True,sushi,125.0,15 (0),291 (1),95 (2),319 (3),38 (4)
1933,3,modern,neg,expensive,neg,True,sushi,125.0,15 (0),291 (1),95 (2),38 (4),319 (3)
1933,4,fresh,pos,salmon,pos,True,sushi,125.0,15 (0),291 (1),95 (2),38 (4),292 (5)
1933,5,sashimi,pos,sushi,pos,True,sushi,125.0,15 (0),38 (4),291 (1),95 (2),116 (10)
2524,1,quick,neg,fast,neg,True,thai,75.0,44 (0),0 (1),10 (2),1 (3),132 (4)
2524,2,casual,neg,yummy,neg,True,thai,75.0,44 (0),0 (1),10 (2),1 (3),132 (4)
2524,3,busy,pos,lunch,pos,True,thai,75.0,44 (0),0 (1),10 (2),1 (3),132 (4)
2524,4,reasonable,neg,casual,neg,True,thai,75.0,44 (0),16 (17),148 (16),73 (15),75 (41)
2524,5,curry,neg,thai,neg,True,thai,75.0,44 (0),16 (17),148 (16),73 (15),75 (41)
5506,1,quick,neg,fast,neg,True,thai,21.0,0 (0),1 (1),4 (2),2 (3),3 (4)
5506,2,casual,neg,yummy,neg,True,thai,21.0,0 (0),1 (1),4 (2),2 (3),3 (4)
5506,3,busy,neg,lunch,neg,True,thai,21.0,0 (0),1 (1),4 (2),2 (3),136 (6)
5506,4,reasonable,neg,casual,neg,True,thai,21.0,0 (0),1 (1),4 (2),2 (3),136 (6)
5506,5,curry,neg,thai,neg,True,thai,21.0,0 (0),1 (1),4 (2),2 (3),136 (6)
6477,1,tempura,neg,markham,neg,True,sushi,72.0,3 (0),2 (1),1 (2),6 (3),5 (4)
6477,2,pricey,neg,scallop,neg,True,sushi,72.0,3 (0),2 (1),1 (2),6 (3),5 (4)
6477,3,modern,neg,expensive,neg,True,sushi,72.0,3 (0),1 (2),2 (1),6 (3),5 (4)
6477,4,fresh,pos,salmon,pos,True,sushi,72.0,3 (0),1 (2),2 (1),6 (3),5 (4)
6477,5,sashimi,pos,sushi,pos,True,sushi,72.0,2 (1),1 (2),3 (0),6 (3),5 (4)
257,1,downtown,neg,parking,neg,True,noodle,59.0,293 (0),367 (1),195 (2),768 (3),223 (4)
257,2,pork,pos,pork belly,neg,False,noodle,59.0,293 (0),367 (1),195 (2),768 (3),223 (4)
257,3,quick,neg,fast,neg,True,noodle,59.0,69 (6),195 (2),367 (1),293 (0),1361 (13)
257,4,beef,pos,soup,pos,True,noodle,59.0,69 (6),195 (2),367 (1),293 (0),66 (9)
257,5,ramen,neg,pork belly,neg,True,noodle,59.0,69 (6),367 (1),195 (2),293 (0),1361 (13)
890,1,cheese,pos,corn,neg,False,lamb,21.0,33 (0),55 (1),35 (2),75 (3),9 (4)
890,2,crispy,pos,wait,neg,False,lamb,21.0,33 (0),75 (3),135 (23),189 (18),35 (2)
890,3,bread,pos,wine,neg,False,lamb,21.0,33 (0),35 (2),75 (3),189 (18),132 (34)
890,4,cocktail,pos,cocktail,pos,True,lamb,21.0,33 (0),75 (3),189 (18),35 (2),135 (23)
890,5,dumpling,pos,dumpling,pos,True,lamb,21.0,33 (0),35 (2),75 (3),189 (18),135 (23)
5751,1,quick,neg,fast,neg,True,thai,229.0,0 (0),1 (1),2 (2),4 (3),3 (4)
5751,2,casual,neg,yummy,neg,True,thai,229.0,0 (0),1 (1),2 (2),4 (3),3 (4)
5751,3,busy,neg,lunch,pos,False,thai,229.0,0 (0),1 (1),2 (2),4 (3),8 (5)
5751,4,reasonable,neg,casual,neg,True,thai,229.0,0 (0),1 (1),2 (2),4 (3),8 (5)
5751,5,curry,neg,thai,neg,True,thai,229.0,0 (0),1 (1),2 (2),4 (3),8 (5)
3565,1,quick,neg,fast,neg,True,thai,103.0,0 (0),14 (1),1 (2),2 (3),5 (4)
